NODE;SCENARIO;TECHNOLOGY;YEAR;MIN CAPACITY [MW];MAX CAPACITY [MW]
LUG1;All;Electrolyzers;2040;0;29999
LUG1;All;Electrolyzers;2045;0;39999
LUG1;All;Electrolyzers;2050;0;49999
LUV1;All;Electrolyzers;2030;0;9999
LUV1;All;Electrolyzers;2035;0;19999
LUV1;All;Electrolyzers;2040;0;29999
LUV1;All;Electrolyzers;2045;0;39999
LUV1;All;Electrolyzers;2050;0;49999
LV00;All;Electrolyzers;2030;0;9999
LV00;All;Electrolyzers;2035;0;19999
LV00;All;Electrolyzers;2040;0;29999
LV00;All;Electrolyzers;2045;0;39999
LV00;All;Electrolyzers;2050;0;49999
ME00;All;Electrolyzers;2030;0;9999
ME00;All;Electrolyzers;2035;0;19999
ME00;All;Electrolyzers;2040;0;29999
ME00;All;Electrolyzers;2045;0;39999
ME00;All;Electrolyzers;2050;0;49999
MK00;All;Electrolyzers;2030;0;9999
MK00;All;Electrolyzers;2035;0;19999
MK00;All;Electrolyzers;2040;0;29999
MK00;All;Electrolyzers;2045;0;39999
MK00;All;Electrolyzers;2050;0;49999
MT00;All;Electrolyzers;2030;0;9999
MT00;All;Electrolyzers;2035;0;19999
MT00;All;Electrolyzers;2040;0;29999
MT00;All;Electrolyzers;2045;0;39999
MT00;All;Electrolyzers;2050;0;49999
NL00;All;Electrolyzers;2030;0;9999
NL00;All;Electrolyzers;2035;0;19999
NL00;All;Electrolyzers;2040;0;29999
NL00;All;Electrolyzers;2045;0;39999
NL00;All;Electrolyzers;2050;0;49999
NOM1;All;Electrolyzers;2030;0;9999
NOM1;All;Electrolyzers;2035;0;19999
NOM1;All;Electrolyzers;2040;0;29999
NOM1;All;Electrolyzers;2045;0;39999
NOM1;All;Electrolyzers;2050;0;49999
NON1;All;Electrolyzers;2030;0;9999
NON1;All;Electrolyzers;2035;0;19999
NON1;All;Electrolyzers;2040;0;29999
NON1;All;Electrolyzers;2045;0;39999
NON1;All;Electrolyzers;2050;0;49999
NOS0;All;Electrolyzers;2030;0;9999
NOS0;All;Electrolyzers;2035;0;19999
NOS0;All;Electrolyzers;2040;0;29999
NOS0;All;Electrolyzers;2045;0;39999
NOS0;All;Electrolyzers;2050;0;49999
PL00;All;Electrolyzers;2030;0;9999
PL00;All;Electrolyzers;2035;0;19999
PL00;All;Electrolyzers;2040;0;29999
PL00;All;Electrolyzers;2045;0;39999
PL00;All;Electrolyzers;2050;0;49999
PT00;All;Electrolyzers;2030;0;9999
PT00;All;Electrolyzers;2035;0;19999
PT00;All;Electrolyzers;2040;0;29999
PT00;All;Electrolyzers;2045;0;39999
PT00;All;Electrolyzers;2050;0;49999
RO00;All;Electrolyzers;2030;0;9999
RO00;All;Electrolyzers;2035;0;19999
RO00;All;Electrolyzers;2040;0;29999
RO00;All;Electrolyzers;2045;0;39999
RO00;All;Electrolyzers;2050;0;49999
RS00;All;Electrolyzers;2030;0;9999
RS00;All;Electrolyzers;2035;0;19999
RS00;All;Electrolyzers;2040;0;29999
RS00;All;Electrolyzers;2045;0;39999
RS00;All;Electrolyzers;2050;0;49999
SE01;All;Electrolyzers;2030;0;9999
SE01;All;Electrolyzers;2035;0;19999
SE01;All;Electrolyzers;2040;0;29999
SE01;All;Electrolyzers;2045;0;39999
SE01;All;Electrolyzers;2050;0;49999
SE02;All;Electrolyzers;2030;0;9999
SE02;All;Electrolyzers;2035;0;19999
SE02;All;Electrolyzers;2040;0;29999
SE02;All;Electrolyzers;2045;0;39999
SE02;All;Electrolyzers;2050;0;49999
SE03;All;Electrolyzers;2030;0;9999
SE03;All;Electrolyzers;2035;0;19999
SE03;All;Electrolyzers;2040;0;29999
SE03;All;Electrolyzers;2045;0;39999
SE03;All;Electrolyzers;2050;0;49999
SE04;All;Electrolyzers;2030;0;9999
SE04;All;Electrolyzers;2035;0;19999
SE04;All;Electrolyzers;2040;0;29999
SE04;All;Electrolyzers;2045;0;39999
SE04;All;Electrolyzers;2050;0;49999
SI00;All;Electrolyzers;2030;0;9999
SI00;All;Electrolyzers;2035;0;19999
SI00;All;Electrolyzers;2040;0;29999
SI00;All;Electrolyzers;2045;0;39999
SI00;All;Electrolyzers;2050;0;49999
SK00;All;Electrolyzers;2030;0;9999
SK00;All;Electrolyzers;2035;0;19999
SK00;All;Electrolyzers;2040;0;29999
SK00;All;Electrolyzers;2045;0;39999
SK00;All;Electrolyzers;2050;0;49999
UK00;All;Electrolyzers;2030;0;9999
UK00;All;Electrolyzers;2035;0;19999
UK00;All;Electrolyzers;2040;0;29999
UK00;All;Electrolyzers;2045;0;39999
UK00;All;Electrolyzers;2050;0;49999
UKNI;All;Batteries Prosumer;2030;0;223
UKNI;All;Batteries Prosumer;2035;0;221
UKNI;All;Batteries Prosumer;2040;0;219
UKNI;All;Batteries Prosumer;2045;0;244
UKNI;All;Batteries Prosumer;2050;0;269
UKNI;All;Batteries Utility;2030;105;105
UKNI;All;Batteries Utility;2035;105;245
UKNI;All;Batteries Utility;2040;105;385
UKNI;All;Batteries Utility;2045;105;431
UKNI;All;Batteries Utility;2050;105;478
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
