NODE;SCENARIO;TECHNOLOGY;YEAR;MIN CAPACITY [MW];MAX CAPACITY [MW]
EE00;All;Solar PV Rooftop;2030;0;0
EE00;All;Solar PV Rooftop;2035;528;1152
EE00;All;Solar PV Rooftop;2040;744;2046
EE00;All;Solar PV Rooftop;2045;798;2190
EE00;All;Solar PV Rooftop;2050;861;2360
ES00;All;Solar PV Rooftop;2030;9270;20736
ES00;All;Solar PV Rooftop;2035;12337;27636
ES00;All;Solar PV Rooftop;2040;15403;34535
ES00;All;Solar PV Rooftop;2045;22027;42667
ES00;All;Solar PV Rooftop;2050;28651;50798
FI00;All;Solar PV Rooftop;2030;1033;6889
FI00;All;Solar PV Rooftop;2035;2198;14254
FI00;All;Solar PV Rooftop;2040;3363;21619
FI00;All;Solar PV Rooftop;2045;3974;31187
FI00;All;Solar PV Rooftop;2050;4585;40756
FR00;All;Solar PV Rooftop;2030;0;0
FR00;All;Solar PV Rooftop;2035;14350;41205
FR00;All;Solar PV Rooftop;2040;23030;70070
FR00;All;Solar PV Rooftop;2045;29845;92355
FR00;All;Solar PV Rooftop;2050;35200;110000
GR00;All;Solar PV Rooftop;2030;0;0
GR00;All;Solar PV Rooftop;2035;4500;9450
GR00;All;Solar PV Rooftop;2040;6840;15390
GR00;All;Solar PV Rooftop;2045;7020;18460
GR00;All;Solar PV Rooftop;2050;6900;20240
GR03;All;Solar PV Rooftop;2030;0;0
GR03;All;Solar PV Rooftop;2035;0;0
GR03;All;Solar PV Rooftop;2040;0;0
GR03;All;Solar PV Rooftop;2045;0;0
GR03;All;Solar PV Rooftop;2050;0;0
HR00;All;Solar PV Rooftop;2030;447;1031
HR00;All;Solar PV Rooftop;2035;671;1136
HR00;All;Solar PV Rooftop;2040;895;1240
HR00;All;Solar PV Rooftop;2045;945;1530
HR00;All;Solar PV Rooftop;2050;969;1753
HU00;All;Solar PV Rooftop;2030;3006;4490
HU00;All;Solar PV Rooftop;2035;3686;5177
HU00;All;Solar PV Rooftop;2040;4367;5865
HU00;All;Solar PV Rooftop;2045;5031;6815
HU00;All;Solar PV Rooftop;2050;5695;7765
IE00;All;Solar PV Rooftop;2030;2487;2487
IE00;All;Solar PV Rooftop;2035;2481;3284
IE00;All;Solar PV Rooftop;2040;2476;4080
IE00;All;Solar PV Rooftop;2045;2476;5341
IE00;All;Solar PV Rooftop;2050;2476;6602
ITCA;All;Solar PV Rooftop;2030;440;608
ITCA;All;Solar PV Rooftop;2035;464;1397
ITCA;All;Solar PV Rooftop;2040;489;2187
ITCA;All;Solar PV Rooftop;2045;1238;2631
ITCA;All;Solar PV Rooftop;2050;1988;3074
ITCN;All;Solar PV Rooftop;2030;1700;3330
ITCN;All;Solar PV Rooftop;2035;1794;4313
ITCN;All;Solar PV Rooftop;2040;1888;5296
ITCN;All;Solar PV Rooftop;2045;2386;6148
ITCN;All;Solar PV Rooftop;2050;2884;7000
ITCS;All;Solar PV Rooftop;2030;5354;6544
ITCS;All;Solar PV Rooftop;2035;5652;8639
ITCS;All;Solar PV Rooftop;2040;5949;10733
ITCS;All;Solar PV Rooftop;2045;7853;13988
ITCS;All;Solar PV Rooftop;2050;9758;17244
ITN1;All;Solar PV Rooftop;2030;11888;23959
ITN1;All;Solar PV Rooftop;2035;12549;31033
ITN1;All;Solar PV Rooftop;2040;13210;38107
ITN1;All;Solar PV Rooftop;2045;16354;44239
ITN1;All;Solar PV Rooftop;2050;19498;50371
ITS1;All;Solar PV Rooftop;2030;4408;5388
ITS1;All;Solar PV Rooftop;2035;4653;5929
ITS1;All;Solar PV Rooftop;2040;4898;6470
ITS1;All;Solar PV Rooftop;2045;5390;9898
ITS1;All;Solar PV Rooftop;2050;5881;13326
ITSA;All;Solar PV Rooftop;2030;2211;2702
ITSA;All;Solar PV Rooftop;2035;2334;3596
ITSA;All;Solar PV Rooftop;2040;2457;4490
ITSA;All;Solar PV Rooftop;2045;3270;6754
ITSA;All;Solar PV Rooftop;2050;4082;9018
ITSI;All;Solar PV Rooftop;2030;2865;3502
ITSI;All;Solar PV Rooftop;2035;3025;4536
ITSI;All;Solar PV Rooftop;2040;3184;5570
ITSI;All;Solar PV Rooftop;2045;3869;7816
ITSI;All;Solar PV Rooftop;2050;4555;10061
LT00;All;Solar PV Rooftop;2030;0;0
LT00;All;Solar PV Rooftop;2035;1496;1537
LT00;All;Solar PV Rooftop;2040;2447;2576
LT00;All;Solar PV Rooftop;2045;2468;2530
LT00;All;Solar PV Rooftop;2050;2419;2419
LUB1;All;Solar PV Rooftop;2030;0;0
LUB1;All;Solar PV Rooftop;2035;0;0
LUB1;All;Solar PV Rooftop;2040;0;0
LUB1;All;Solar PV Rooftop;2045;0;0
LUB1;All;Solar PV Rooftop;2050;0;0
LUF1;All;Solar PV Rooftop;2030;0;0
LUF1;All;Solar PV Rooftop;2035;0;0
LUF1;All;Solar PV Rooftop;2040;0;0
LUF1;All;Solar PV Rooftop;2045;0;0
LUF1;All;Solar PV Rooftop;2050;0;0
LUG1;All;Solar PV Rooftop;2030;378;687
LUG1;All;Solar PV Rooftop;2035;465;973
LUG1;All;Solar PV Rooftop;2040;553;1260
LUG1;All;Solar PV Rooftop;2045;652;1420
LUG1;All;Solar PV Rooftop;2050;750;1580
LUV1;All;Solar PV Rooftop;2030;0;0
LUV1;All;Solar PV Rooftop;2035;0;0
LUV1;All;Solar PV Rooftop;2040;0;0
LUV1;All;Solar PV Rooftop;2045;0;0
LUV1;All;Solar PV Rooftop;2050;0;0
LV00;All;Solar PV Rooftop;2030;10;34
LV00;All;Solar PV Rooftop;2035;30;88
LV00;All;Solar PV Rooftop;2040;50;143
LV00;All;Solar PV Rooftop;2045;50;206
LV00;All;Solar PV Rooftop;2050;50;269
ME00;All;Solar PV Rooftop;2030;0;0
ME00;All;Solar PV Rooftop;2035;0;0
ME00;All;Solar PV Rooftop;2040;0;0
ME00;All;Solar PV Rooftop;2045;0;0
ME00;All;Solar PV Rooftop;2050;0;0
MK00;All;Solar PV Rooftop;2030;87;738
MK00;All;Solar PV Rooftop;2035;159;934
MK00;All;Solar PV Rooftop;2040;230;1129
MK00;All;Solar PV Rooftop;2045;230;1129
MK00;All;Solar PV Rooftop;2050;230;1129
MT00;All;Solar PV Rooftop;2030;223;236
MT00;All;Solar PV Rooftop;2035;177;242
MT00;All;Solar PV Rooftop;2040;131;248
MT00;All;Solar PV Rooftop;2045;152;288
MT00;All;Solar PV Rooftop;2050;173;328
NL00;All;Solar PV Rooftop;2030;28100;50960
NL00;All;Solar PV Rooftop;2035;37161;68196
NL00;All;Solar PV Rooftop;2040;46222;85433
NL00;All;Solar PV Rooftop;2045;57125;105006
NL00;All;Solar PV Rooftop;2050;68029;124580
NOM1;All;Solar PV Rooftop;2030;780;780
NOM1;All;Solar PV Rooftop;2035;890;1640
NOM1;All;Solar PV Rooftop;2040;1000;2500
NOM1;All;Solar PV Rooftop;2045;1150;3125
NOM1;All;Solar PV Rooftop;2050;1300;3750
NON1;All;Solar PV Rooftop;2030;0;0
NON1;All;Solar PV Rooftop;2035;0;0
NON1;All;Solar PV Rooftop;2040;0;0
NON1;All;Solar PV Rooftop;2045;0;0
NON1;All;Solar PV Rooftop;2050;0;0
NOS0;All;Solar PV Rooftop;2030;3000;4370
NOS0;All;Solar PV Rooftop;2035;5250;11235
NOS0;All;Solar PV Rooftop;2040;7500;18100
NOS0;All;Solar PV Rooftop;2045;9070;19200
NOS0;All;Solar PV Rooftop;2050;10640;20300
PL00;All;Solar PV Rooftop;2030;0;0
PL00;All;Solar PV Rooftop;2035;4318;14210
PL00;All;Solar PV Rooftop;2040;6359;26000
PL00;All;Solar PV Rooftop;2045;6641;29785
PL00;All;Solar PV Rooftop;2050;6800;32640
PT00;All;Solar PV Rooftop;2030;499;641
PT00;All;Solar PV Rooftop;2035;682;1257
PT00;All;Solar PV Rooftop;2040;865;1874
PT00;All;Solar PV Rooftop;2045;865;1874
PT00;All;Solar PV Rooftop;2050;865;1874
RO00;All;Solar PV Rooftop;2030;627;1204
RO00;All;Solar PV Rooftop;2035;972;2029
RO00;All;Solar PV Rooftop;2040;1316;2855
RO00;All;Solar PV Rooftop;2045;1546;4401
RO00;All;Solar PV Rooftop;2050;1776;5948
RS00;All;Solar PV Rooftop;2030;193;254
RS00;All;Solar PV Rooftop;2035;193;254
RS00;All;Solar PV Rooftop;2040;193;254
RS00;All;Solar PV Rooftop;2045;193;254
RS00;All;Solar PV Rooftop;2050;193;254
SE01;All;Solar PV Rooftop;2030;0;0
SE01;All;Solar PV Rooftop;2035;0;0
SE01;All;Solar PV Rooftop;2040;0;0
SE01;All;Solar PV Rooftop;2045;0;0
SE01;All;Solar PV Rooftop;2050;0;0
SE02;All;Solar PV Rooftop;2030;103;2000
SE02;All;Solar PV Rooftop;2035;179;3000
SE02;All;Solar PV Rooftop;2040;254;4000
SE02;All;Solar PV Rooftop;2045;254;5000
SE02;All;Solar PV Rooftop;2050;254;6000
SE03;All;Solar PV Rooftop;2030;1523;9800
SE03;All;Solar PV Rooftop;2035;2342;16525
SE03;All;Solar PV Rooftop;2040;3160;23250
SE03;All;Solar PV Rooftop;2045;3160;25950
SE03;All;Solar PV Rooftop;2050;3160;28650
SE04;All;Solar PV Rooftop;2030;650;4200
SE04;All;Solar PV Rooftop;2035;1000;6900
SE04;All;Solar PV Rooftop;2040;1350;9600
SE04;All;Solar PV Rooftop;2045;1350;10725
SE04;All;Solar PV Rooftop;2050;1350;11850
SI00;All;Solar PV Rooftop;2030;1845;3455
SI00;All;Solar PV Rooftop;2035;2345;5705
SI00;All;Solar PV Rooftop;2040;2845;7955
SI00;All;Solar PV Rooftop;2045;3345;9755
SI00;All;Solar PV Rooftop;2050;3845;11555
SK00;All;Solar PV Rooftop;2030;0;0
SK00;All;Solar PV Rooftop;2035;490;665
SK00;All;Solar PV Rooftop;2040;720;1170
SK00;All;Solar PV Rooftop;2045;765;1403
SK00;All;Solar PV Rooftop;2050;800;1600
UK00;All;Solar PV Rooftop;2030;10207;30272
UK00;All;Solar PV Rooftop;2035;11224;32206
UK00;All;Solar PV Rooftop;2040;12241;34141
UK00;All;Solar PV Rooftop;2045;12755;37387
UK00;All;Solar PV Rooftop;2050;13268;40632
UKNI;All;Solar PV Rooftop;2030;177;177
UKNI;All;Solar PV Rooftop;2035;212;500
UKNI;All;Solar PV Rooftop;2040;248;822
UKNI;All;Solar PV Rooftop;2045;269;1178
UKNI;All;Solar PV Rooftop;2050;290;1534
AL00;All;Solar PV Utility;2030;600;600
AL00;All;Solar PV Utility;2035;900;900
AL00;All;Solar PV Utility;2040;1200;1200
AL00;All;Solar PV Utility;2045;1200;1200
AL00;All;Solar PV Utility;2050;1200;1200
AT00;All;Solar PV Utility;2030;5384;13461
AT00;All;Solar PV Utility;2035;5593;19301
AT00;All;Solar PV Utility;2040;5802;25141
AT00;All;Solar PV Utility;2045;5750;36785
AT00;All;Solar PV Utility;2050;5698;48430
BA00;All;Solar PV Utility;2030;455;455
BA00;All;Solar PV Utility;2035;882;882
BA00;All;Solar PV Utility;2040;1310;1310
BA00;All;Solar PV Utility;2045;1560;1560
BA00;All;Solar PV Utility;2050;1810;1810
BE00;All;Solar PV Utility;2030;0;0
BE00;All;Solar PV Utility;2035;0;0
BE00;All;Solar PV Utility;2040;0;0
BE00;All;Solar PV Utility;2045;0;0
BE00;All;Solar PV Utility;2050;0;0
BG00;All;Solar PV Utility;2030;2051;5673
BG00;All;Solar PV Utility;2035;2128;5783
BG00;All;Solar PV Utility;2040;2206;5893
BG00;All;Solar PV Utility;2045;2430;5970
BG00;All;Solar PV Utility;2050;2655;6046
CH00;All;Solar PV Utility;2030;0;0
CH00;All;Solar PV Utility;2035;0;0
CH00;All;Solar PV Utility;2040;0;0
CH00;All;Solar PV Utility;2045;0;0
CH00;All;Solar PV Utility;2050;0;0
CY00;All;Solar PV Utility;2030;417;555
CY00;All;Solar PV Utility;2035;770;1080
CY00;All;Solar PV Utility;2040;1123;1605
CY00;All;Solar PV Utility;2045;983;1568
CY00;All;Solar PV Utility;2050;843;1532
CZ00;All;Solar PV Utility;2030;7249;10196
CZ00;All;Solar PV Utility;2035;7502;11180
CZ00;All;Solar PV Utility;2040;7754;12164
CZ00;All;Solar PV Utility;2045;9333;14864
CZ00;All;Solar PV Utility;2050;10911;17564
DE00;All;Solar PV Utility;2030;97001;97001
DE00;All;Solar PV Utility;2035;134563;142590
DE00;All;Solar PV Utility;2040;172125;188179
DE00;All;Solar PV Utility;2045;180909;214367
DE00;All;Solar PV Utility;2050;189693;240554
DEKF;All;Solar PV Utility;2030;0;0
DEKF;All;Solar PV Utility;2035;0;0
DEKF;All;Solar PV Utility;2040;0;0
DEKF;All;Solar PV Utility;2045;0;0
DEKF;All;Solar PV Utility;2050;0;0
DKE1;All;Solar PV Utility;2030;1845;13375
DKE1;All;Solar PV Utility;2035;2254;13231
DKE1;All;Solar PV Utility;2040;2663;13088
DKE1;All;Solar PV Utility;2045;2613;12842
DKE1;All;Solar PV Utility;2050;2563;12596
DKKF;All;Solar PV Utility;2030;0;0
DKKF;All;Solar PV Utility;2035;0;0
DKKF;All;Solar PV Utility;2040;0;0
DKKF;All;Solar PV Utility;2045;0;0
DKKF;All;Solar PV Utility;2050;0;0
DKW1;All;Solar PV Utility;2030;2709;44215
DKW1;All;Solar PV Utility;2035;3323;43742
DKW1;All;Solar PV Utility;2040;3938;43269
DKW1;All;Solar PV Utility;2045;3864;42455
DKW1;All;Solar PV Utility;2050;3790;41641
EE00;All;Solar PV Utility;2030;0;0
EE00;All;Solar PV Utility;2035;572;1248
EE00;All;Solar PV Utility;2040;456;1254
EE00;All;Solar PV Utility;2045;532;1460
EE00;All;Solar PV Utility;2050;599;1640
ES00;All;Solar PV Utility;2030;33668;75314
ES00;All;Solar PV Utility;2035;45226;101313
ES00;All;Solar PV Utility;2040;56784;127313
ES00;All;Solar PV Utility;2045;64785;128181
ES00;All;Solar PV Utility;2050;72787;129050
FI00;All;Solar PV Utility;2030;1967;13111
FI00;All;Solar PV Utility;2035;2802;18246
FI00;All;Solar PV Utility;2040;3637;23381
FI00;All;Solar PV Utility;2045;4026;31313
FI00;All;Solar PV Utility;2050;4415;39244
FR00;All;Solar PV Utility;2030;0;0
FR00;All;Solar PV Utility;2035;20650;59295
FR00;All;Solar PV Utility;2040;23970;72930
FR00;All;Solar PV Utility;2045;33655;104145
FR00;All;Solar PV Utility;2050;44800;140000
GR00;All;Solar PV Utility;2030;0;0
GR00;All;Solar PV Utility;2035;5500;11550
GR00;All;Solar PV Utility;2040;5160;11610
GR00;All;Solar PV Utility;2045;6480;17040
GR00;All;Solar PV Utility;2050;8100;23760
GR03;All;Solar PV Utility;2030;0;0
GR03;All;Solar PV Utility;2035;375;2500
GR03;All;Solar PV Utility;2040;400;2500
GR03;All;Solar PV Utility;2045;450;2500
GR03;All;Solar PV Utility;2050;500;2500
HR00;All;Solar PV Utility;2030;274;632
HR00;All;Solar PV Utility;2035;411;696
HR00;All;Solar PV Utility;2040;549;760
HR00;All;Solar PV Utility;2045;657;1064
HR00;All;Solar PV Utility;2050;792;1435
HU00;All;Solar PV Utility;2030;6587;9839
HU00;All;Solar PV Utility;2035;8092;11364
HU00;All;Solar PV Utility;2040;9597;12889
HU00;All;Solar PV Utility;2045;10531;14260
HU00;All;Solar PV Utility;2050;11465;15631
IE00;All;Solar PV Utility;2030;5500;5500
IE00;All;Solar PV Utility;2035;5506;7291
IE00;All;Solar PV Utility;2040;5511;9082
IE00;All;Solar PV Utility;2045;5511;11889
IE00;All;Solar PV Utility;2050;5511;14696
ITCA;All;Solar PV Utility;2030;1004;1390
ITCA;All;Solar PV Utility;2035;1060;3194
ITCA;All;Solar PV Utility;2040;1116;4998
ITCA;All;Solar PV Utility;2045;2830;6012
ITCA;All;Solar PV Utility;2050;4544;7026
ITCN;All;Solar PV Utility;2030;2549;4994
ITCN;All;Solar PV Utility;2035;2691;6469
ITCN;All;Solar PV Utility;2040;2833;7943
ITCN;All;Solar PV Utility;2045;3579;9222
ITCN;All;Solar PV Utility;2050;4325;10500
ITCS;All;Solar PV Utility;2030;8031;9816
ITCS;All;Solar PV Utility;2035;8477;12958
ITCS;All;Solar PV Utility;2040;8924;16100
ITCS;All;Solar PV Utility;2045;11780;20983
ITCS;All;Solar PV Utility;2050;14636;25865
ITN1;All;Solar PV Utility;2030;7926;15973
ITN1;All;Solar PV Utility;2035;8366;20689
ITN1;All;Solar PV Utility;2040;8806;25404
ITN1;All;Solar PV Utility;2045;10902;29493
ITN1;All;Solar PV Utility;2050;12998;33581
ITS1;All;Solar PV Utility;2030;10074;12313
ITS1;All;Solar PV Utility;2035;10634;13550
ITS1;All;Solar PV Utility;2040;11193;14786
ITS1;All;Solar PV Utility;2045;12317;22620
ITS1;All;Solar PV Utility;2050;13442;30454
ITSA;All;Solar PV Utility;2030;3317;4054
ITSA;All;Solar PV Utility;2035;3501;5395
ITSA;All;Solar PV Utility;2040;3685;6736
ITSA;All;Solar PV Utility;2045;4904;10131
ITSA;All;Solar PV Utility;2050;6124;13527
ITSI;All;Solar PV Utility;2030;5322;6504
ITSI;All;Solar PV Utility;2035;5617;8425
ITSI;All;Solar PV Utility;2040;5913;10345
ITSI;All;Solar PV Utility;2045;7186;14515
ITSI;All;Solar PV Utility;2050;8458;18685
LT00;All;Solar PV Utility;2030;0;0
LT00;All;Solar PV Utility;2035;3664;3763
LT00;All;Solar PV Utility;2040;2873;3024
LT00;All;Solar PV Utility;2045;3142;3220
LT00;All;Solar PV Utility;2050;3481;3481
LUB1;All;Solar PV Utility;2030;0;0
LUB1;All;Solar PV Utility;2035;0;0
LUB1;All;Solar PV Utility;2040;0;0
LUB1;All;Solar PV Utility;2045;0;0
LUB1;All;Solar PV Utility;2050;0;0
LUF1;All;Solar PV Utility;2030;0;0
LUF1;All;Solar PV Utility;2035;0;0
LUF1;All;Solar PV Utility;2040;0;0
LUF1;All;Solar PV Utility;2045;0;0
LUF1;All;Solar PV Utility;2050;0;0
LUG1;All;Solar PV Utility;2030;163;296
LUG1;All;Solar PV Utility;2035;200;418
LUG1;All;Solar PV Utility;2040;237;540
LUG1;All;Solar PV Utility;2045;260;568
LUG1;All;Solar PV Utility;2050;282;595
LUV1;All;Solar PV Utility;2030;0;0
LUV1;All;Solar PV Utility;2035;0;0
LUV1;All;Solar PV Utility;2040;0;0
LUV1;All;Solar PV Utility;2045;0;0
LUV1;All;Solar PV Utility;2050;0;0
LV00;All;Solar PV Utility;2030;136;466
LV00;All;Solar PV Utility;2035;236;712
LV00;All;Solar PV Utility;2040;336;959
LV00;All;Solar PV Utility;2045;336;1384
LV00;All;Solar PV Utility;2050;336;1809
ME00;All;Solar PV Utility;2030;32;1885
ME00;All;Solar PV Utility;2035;32;1885
ME00;All;Solar PV Utility;2040;32;1885
ME00;All;Solar PV Utility;2045;32;1885
ME00;All;Solar PV Utility;2050;32;1885
MK00;All;Solar PV Utility;2030;188;1588
MK00;All;Solar PV Utility;2035;382;2205
MK00;All;Solar PV Utility;2040;576;2822
MK00;All;Solar PV Utility;2045;576;2822
MK00;All;Solar PV Utility;2050;576;2822
MT00;All;Solar PV Utility;2030;43;46
MT00;All;Solar PV Utility;2035;43;63
MT00;All;Solar PV Utility;2040;42;80
MT00;All;Solar PV Utility;2045;21;40
MT00;All;Solar PV Utility;2050;0;0
NL00;All;Solar PV Utility;2030;13865;25145
NL00;All;Solar PV Utility;2035;17944;32925
NL00;All;Solar PV Utility;2040;22023;40706
NL00;All;Solar PV Utility;2045;26989;49612
NL00;All;Solar PV Utility;2050;31955;58518
NOM1;All;Solar PV Utility;2030;0;0
NOM1;All;Solar PV Utility;2035;0;0
NOM1;All;Solar PV Utility;2040;0;0
NOM1;All;Solar PV Utility;2045;0;0
NOM1;All;Solar PV Utility;2050;0;0
NON1;All;Solar PV Utility;2030;0;0
NON1;All;Solar PV Utility;2035;0;0
NON1;All;Solar PV Utility;2040;0;0
NON1;All;Solar PV Utility;2045;0;0
NON1;All;Solar PV Utility;2050;0;0
NOS0;All;Solar PV Utility;2030;0;0
NOS0;All;Solar PV Utility;2035;0;0
NOS0;All;Solar PV Utility;2040;0;0
NOS0;All;Solar PV Utility;2045;0;0
NOS0;All;Solar PV Utility;2050;0;0
PL00;All;Solar PV Utility;2030;0;0
PL00;All;Solar PV Utility;2035;10573;34790
PL00;All;Solar PV Utility;2040;9538;39000
PL00;All;Solar PV Utility;2045;11308;50715
PL00;All;Solar PV Utility;2050;13200;63360
PT00;All;Solar PV Utility;2030;11177;14359
PT00;All;Solar PV Utility;2035;11852;20743
PT00;All;Solar PV Utility;2040;12528;27126
PT00;All;Solar PV Utility;2045;12528;27126
PT00;All;Solar PV Utility;2050;12528;27126
RO00;All;Solar PV Utility;2030;4427;8496
RO00;All;Solar PV Utility;2035;5705;11821
RO00;All;Solar PV Utility;2040;6984;15145
RO00;All;Solar PV Utility;2045;7754;21849
RO00;All;Solar PV Utility;2050;8524;28552
RS00;All;Solar PV Utility;2030;412;541
RS00;All;Solar PV Utility;2035;412;541
RS00;All;Solar PV Utility;2040;412;541
RS00;All;Solar PV Utility;2045;412;541
RS00;All;Solar PV Utility;2050;412;541
SE01;All;Solar PV Utility;2030;0;1000
SE01;All;Solar PV Utility;2035;0;1500
SE01;All;Solar PV Utility;2040;0;2000
SE01;All;Solar PV Utility;2045;0;2500
SE01;All;Solar PV Utility;2050;0;3000
SE02;All;Solar PV Utility;2030;0;0
SE02;All;Solar PV Utility;2035;0;0
SE02;All;Solar PV Utility;2040;0;0
SE02;All;Solar PV Utility;2045;0;0
SE02;All;Solar PV Utility;2050;0;0
SE03;All;Solar PV Utility;2030;0;0
SE03;All;Solar PV Utility;2035;0;0
SE03;All;Solar PV Utility;2040;0;0
SE03;All;Solar PV Utility;2045;0;0
SE03;All;Solar PV Utility;2050;0;0
SE04;All;Solar PV Utility;2030;0;0
SE04;All;Solar PV Utility;2035;0;0
SE04;All;Solar PV Utility;2040;0;0
SE04;All;Solar PV Utility;2045;0;0
SE04;All;Solar PV Utility;2050;0;0
SI00;All;Solar PV Utility;2030;0;0
SI00;All;Solar PV Utility;2035;0;0
SI00;All;Solar PV Utility;2040;0;0
SI00;All;Solar PV Utility;2045;0;0
SI00;All;Solar PV Utility;2050;0;0
SK00;All;Solar PV Utility;2030;0;0
SK00;All;Solar PV Utility;2035;1260;1710
SK00;All;Solar PV Utility;2040;1280;2080
SK00;All;Solar PV Utility;2045;1485;2723
SK00;All;Solar PV Utility;2050;1700;3400
UK00;All;Solar PV Utility;2030;14140;41936
UK00;All;Solar PV Utility;2035;13894;40001
UK00;All;Solar PV Utility;2040;13649;38066
UK00;All;Solar PV Utility;2045;13135;38361
UK00;All;Solar PV Utility;2050;12622;38655
UKNI;All;Solar PV Utility;2030;440;440
UKNI;All;Solar PV Utility;2035;405;833
UKNI;All;Solar PV Utility;2040;369;1225
UKNI;All;Solar PV Utility;2045;348;1475
UKNI;All;Solar PV Utility;2050;327;1725
AL00;All;Batteries Prosumer;2030;0;0
AL00;All;Batteries Prosumer;2035;0;0
AL00;All;Batteries Prosumer;2040;0;0
AL00;All;Batteries Prosumer;2045;0;0
AL00;All;Batteries Prosumer;2050;0;0
AT00;All;Batteries Prosumer;2030;56;140
AT00;All;Batteries Prosumer;2035;120;230
AT00;All;Batteries Prosumer;2040;185;321
AT00;All;Batteries Prosumer;2045;261;651
AT00;All;Batteries Prosumer;2050;337;981
BA00;All;Batteries Prosumer;2030;0;0
BA00;All;Batteries Prosumer;2035;0;0
BA00;All;Batteries Prosumer;2040;0;0
BA00;All;Batteries Prosumer;2045;0;0
BA00;All;Batteries Prosumer;2050;0;0
BE00;All;Batteries Prosumer;2030;520;965
BE00;All;Batteries Prosumer;2035;1043;1561
BE00;All;Batteries Prosumer;2040;1566;2156
BE00;All;Batteries Prosumer;2045;1566;3962
BE00;All;Batteries Prosumer;2050;1566;5768
BG00;All;Batteries Prosumer;2030;1077;2154
BG00;All;Batteries Prosumer;2035;1333;2666
BG00;All;Batteries Prosumer;2040;1589;3177
BG00;All;Batteries Prosumer;2045;1803;3607
BG00;All;Batteries Prosumer;2050;2018;4036
CH00;All;Batteries Prosumer;2030;611;763
CH00;All;Batteries Prosumer;2035;1694;2117
CH00;All;Batteries Prosumer;2040;2777;3472
CH00;All;Batteries Prosumer;2045;3914;4736
CH00;All;Batteries Prosumer;2050;5050;5999
CY00;All;Batteries Prosumer;2030;0;280
CY00;All;Batteries Prosumer;2035;128;315
CY00;All;Batteries Prosumer;2040;256;350
CY00;All;Batteries Prosumer;2045;256;350
CY00;All;Batteries Prosumer;2050;256;350
CZ00;All;Batteries Prosumer;2030;278;278
CZ00;All;Batteries Prosumer;2035;702;814
CZ00;All;Batteries Prosumer;2040;1127;1350
CZ00;All;Batteries Prosumer;2045;830;1350
CZ00;All;Batteries Prosumer;2050;533;1350
DE00;All;Batteries Prosumer;2030;50538;50538
DE00;All;Batteries Prosumer;2035;104032;111378
DE00;All;Batteries Prosumer;2040;157525;172217
DE00;All;Batteries Prosumer;2045;195399;222390
DE00;All;Batteries Prosumer;2050;233272;272564
DEKF;All;Batteries Prosumer;2030;0;0
DEKF;All;Batteries Prosumer;2035;0;0
DEKF;All;Batteries Prosumer;2040;0;0
DEKF;All;Batteries Prosumer;2045;0;0
DEKF;All;Batteries Prosumer;2050;0;0
DKE1;All;Batteries Prosumer;2030;0;215
DKE1;All;Batteries Prosumer;2035;0;272
DKE1;All;Batteries Prosumer;2040;0;330
DKE1;All;Batteries Prosumer;2045;0;441
DKE1;All;Batteries Prosumer;2050;0;552
DKKF;All;Batteries Prosumer;2030;0;0
DKKF;All;Batteries Prosumer;2035;0;0
DKKF;All;Batteries Prosumer;2040;0;0
DKKF;All;Batteries Prosumer;2045;0;0
DKKF;All;Batteries Prosumer;2050;0;0
DKW1;All;Batteries Prosumer;2030;150;559
DKW1;All;Batteries Prosumer;2035;170;559
DKW1;All;Batteries Prosumer;2040;190;559
DKW1;All;Batteries Prosumer;2045;224;559
DKW1;All;Batteries Prosumer;2050;258;559
EE00;All;Batteries Prosumer;2030;0;0
EE00;All;Batteries Prosumer;2035;0;261
EE00;All;Batteries Prosumer;2040;0;491
EE00;All;Batteries Prosumer;2045;0;593
EE00;All;Batteries Prosumer;2050;0;698
ES00;All;Batteries Prosumer;2030;1400;2000
ES00;All;Batteries Prosumer;2035;1825;2500
ES00;All;Batteries Prosumer;2040;2250;3000
ES00;All;Batteries Prosumer;2045;2625;3500
ES00;All;Batteries Prosumer;2050;3000;4000
FI00;All;Batteries Prosumer;2030;689;1288
FI00;All;Batteries Prosumer;2035;1786;3676
FI00;All;Batteries Prosumer;2040;2883;6064
FI00;All;Batteries Prosumer;2045;4498;10653
FI00;All;Batteries Prosumer;2050;6113;15243
FR00;All;Batteries Prosumer;2030;0;0
FR00;All;Batteries Prosumer;2035;4419;9328
FR00;All;Batteries Prosumer;2040;10101;21665
FR00;All;Batteries Prosumer;2045;15109;35194
FR00;All;Batteries Prosumer;2050;19219;46441
GR00;All;Batteries Prosumer;2030;0;0
GR00;All;Batteries Prosumer;2035;9585;10504
GR00;All;Batteries Prosumer;2040;15219;16437
GR00;All;Batteries Prosumer;2045;22854;27054
GR00;All;Batteries Prosumer;2050;28152;34600
GR03;All;Batteries Prosumer;2030;0;0
GR03;All;Batteries Prosumer;2035;0;0
GR03;All;Batteries Prosumer;2040;0;0
GR03;All;Batteries Prosumer;2045;0;0
GR03;All;Batteries Prosumer;2050;0;0
HR00;All;Batteries Prosumer;2030;189;437
HR00;All;Batteries Prosumer;2035;206;437
HR00;All;Batteries Prosumer;2040;223;437
HR00;All;Batteries Prosumer;2045;210;471
