ws;Technology;cat;par;unit;priceyear;note;ref;est;year;val
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Energy/technical data;Forced outage [];;;;;ctrl;2020;0,03
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Energy/technical data;Forced outage [];;;;;ctrl;2030;0,03
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Energy/technical data;Forced outage [];;;;;ctrl;2050;0,03
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Energy/technical data;Forced outage [];;;;;lower;2020;0,02
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Energy/technical data;Forced outage [];;;;;lower;2050;0,02
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Energy/technical data;Forced outage [];;;;;upper;2020;0,1
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Energy/technical data;Forced outage [];;;;;upper;2050;0,1
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Energy/technical data;Generating capacity for one unit [MW_e];MW_e;;;;ctrl;2015;0,01
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Energy/technical data;Generating capacity for one unit [MW_e];MW_e;;;;ctrl;2020;0,01
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Energy/technical data;Generating capacity for one unit [MW_e];MW_e;;;;ctrl;2030;0,01
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Energy/technical data;Generating capacity for one unit [MW_e];MW_e;;;;ctrl;2050;0,01
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Energy/technical data;Generating capacity for one unit [MW_e];MW_e;;;;lower;2020;0
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Energy/technical data;Generating capacity for one unit [MW_e];MW_e;;;;lower;2050;0
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Energy/technical data;Generating capacity for one unit [MW_e];MW_e;;;;upper;2020;0,03
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Energy/technical data;Generating capacity for one unit [MW_e];MW_e;;;;upper;2050;0,03
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Energy/technical data;Planned outage [weeks per year];weeks/year;;B;;ctrl;2015;0,16
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Energy/technical data;Planned outage [weeks per year];weeks/year;;B;;ctrl;2020;0,16
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Energy/technical data;Planned outage [weeks per year];weeks/year;;B;;ctrl;2030;0,16
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Energy/technical data;Planned outage [weeks per year];weeks/year;;B;;ctrl;2050;0,16
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Energy/technical data;Planned outage [weeks per year];weeks/year;;B;;lower;2020;0,05
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Energy/technical data;Planned outage [weeks per year];weeks/year;;B;;lower;2050;0,05
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Energy/technical data;Planned outage [weeks per year];weeks/year;;B;;upper;2020;0,26
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Energy/technical data;Planned outage [weeks per year];weeks/year;;B;;upper;2050;0,26
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Energy/technical data;Space requirement [1000 m2/MW_e];1000m2/MW_e;;C;;ctrl;2015;0,8
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Energy/technical data;Space requirement [1000 m2/MW_e];1000m2/MW_e;;C;;ctrl;2020;0,8
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Energy/technical data;Space requirement [1000 m2/MW_e];1000m2/MW_e;;C;;ctrl;2030;0,8
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Energy/technical data;Space requirement [1000 m2/MW_e];1000m2/MW_e;;C;;ctrl;2050;0,8
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Energy/technical data;Technical lifetime [years];years;;;;ctrl;2015;20
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Energy/technical data;Technical lifetime [years];years;;;;ctrl;2020;20
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Energy/technical data;Technical lifetime [years];years;;;;ctrl;2030;20
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Energy/technical data;Technical lifetime [years];years;;;;ctrl;2050;20
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Financial data;Fixed O&M (*total) [EUR/MW_e/y];EUR/MW_e/y;2020;G;;ctrl;2015;106337,2718
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Financial data;Fixed O&M (*total) [EUR/MW_e/y];EUR/MW_e/y;2020;G;;ctrl;2020;101020,4082
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Financial data;Fixed O&M (*total) [EUR/MW_e/y];EUR/MW_e/y;2020;G;;ctrl;2030;95703,54462
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Financial data;Fixed O&M (*total) [EUR/MW_e/y];EUR/MW_e/y;2020;G;;ctrl;2050;90386,68103
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Financial data;Fixed O&M (*total) [EUR/MW_e/y];EUR/MW_e/y;2020;G;;lower;2020;0
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Financial data;Fixed O&M (*total) [EUR/MW_e/y];EUR/MW_e/y;2020;G;;lower;2050;0
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Financial data;Fixed O&M (*total) [EUR/MW_e/y];EUR/MW_e/y;2020;G;;upper;2020;0
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Financial data;Fixed O&M (*total) [EUR/MW_e/y];EUR/MW_e/y;2020;G;;upper;2050;0
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Financial data;Nominal investment (*total) [MEUR/MW_e];MEUR/MW_e;2020;[E, F];;ctrl;2015;4,253490872
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Financial data;Nominal investment (*total) [MEUR/MW_e];MEUR/MW_e;2020;[E, F];;ctrl;2020;4,040816328
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Financial data;Nominal investment (*total) [MEUR/MW_e];MEUR/MW_e;2020;[E, F];;ctrl;2030;3,838775512
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Financial data;Nominal investment (*total) [MEUR/MW_e];MEUR/MW_e;2020;[E, F];;ctrl;2050;3,647368423
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Financial data;Nominal investment (*total) [MEUR/MW_e];MEUR/MW_e;2020;[E, F];;lower;2020;3,190118154
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Financial data;Nominal investment (*total) [MEUR/MW_e];MEUR/MW_e;2020;[E, F];;lower;2050;3,190118154
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Financial data;Nominal investment (*total) [MEUR/MW_e];MEUR/MW_e;2020;[E, F];;upper;2020;6,380236308
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Financial data;Nominal investment (*total) [MEUR/MW_e];MEUR/MW_e;2020;[E, F];;upper;2050;6,380236308
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Financial data;Nominal investment (equipment) [MEUR/MW_e];MEUR/MW_e;2020;[E, F];;ctrl;2015;0,957035446
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Financial data;Nominal investment (equipment) [MEUR/MW_e];MEUR/MW_e;2020;[E, F];;ctrl;2020;0,957035446
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Financial data;Nominal investment (equipment) [MEUR/MW_e];MEUR/MW_e;2020;[E, F];;ctrl;2030;0,957035446
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Financial data;Nominal investment (equipment) [MEUR/MW_e];MEUR/MW_e;2020;[E, F];;ctrl;2050;0,957035446
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Financial data;Nominal investment (equipment) [MEUR/MW_e];MEUR/MW_e;2020;[E, F];;lower;2020;0,90386681
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Financial data;Nominal investment (equipment) [MEUR/MW_e];MEUR/MW_e;2020;[E, F];;lower;2050;0,90386681
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Financial data;Nominal investment (equipment) [MEUR/MW_e];MEUR/MW_e;2020;[E, F];;upper;2020;1,010204082
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Financial data;Nominal investment (equipment) [MEUR/MW_e];MEUR/MW_e;2020;[E, F];;upper;2050;1,010204082
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Financial data;Nominal investment (installation) [MEUR/MW_e];MEUR/MW_e;2020;[E, F];;ctrl;2015;0,106337272
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Financial data;Nominal investment (installation) [MEUR/MW_e];MEUR/MW_e;2020;[E, F];;ctrl;2020;0,106337272
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Financial data;Nominal investment (installation) [MEUR/MW_e];MEUR/MW_e;2020;[E, F];;ctrl;2030;0,106337272
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Financial data;Nominal investment (installation) [MEUR/MW_e];MEUR/MW_e;2020;[E, F];;ctrl;2050;0,106337272
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Financial data;Nominal investment (installation) [MEUR/MW_e];MEUR/MW_e;2020;[E, F];;lower;2020;0,159505908
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Financial data;Nominal investment (installation) [MEUR/MW_e];MEUR/MW_e;2020;[E, F];;lower;2050;0,159505908
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Financial data;Nominal investment (installation) [MEUR/MW_e];MEUR/MW_e;2020;[E, F];;upper;2020;0,053168636
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Financial data;Nominal investment (installation) [MEUR/MW_e];MEUR/MW_e;2020;[E, F];;upper;2050;0,053168636
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Financial data;Variable O&M (*total) [EUR/MWh_e];EUR/MWh_e;2020;0;;ctrl;2015;0
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Financial data;Variable O&M (*total) [EUR/MWh_e];EUR/MWh_e;2020;0;;ctrl;2020;0
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Financial data;Variable O&M (*total) [EUR/MWh_e];EUR/MWh_e;2020;0;;ctrl;2030;0
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Financial data;Variable O&M (*total) [EUR/MWh_e];EUR/MWh_e;2020;0;;ctrl;2050;0
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Financial data;Variable O&M (*total) [EUR/MWh_e];EUR/MWh_e;2020;0;;lower;2020;0
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Financial data;Variable O&M (*total) [EUR/MWh_e];EUR/MWh_e;2020;0;;lower;2050;0
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Financial data;Variable O&M (*total) [EUR/MWh_e];EUR/MWh_e;2020;0;;upper;2020;0
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Financial data;Variable O&M (*total) [EUR/MWh_e];EUR/MWh_e;2020;0;;upper;2050;0
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Technology-specific data;Average annual full-load hours [MWh_e/MW_e];MWh_e/MW_e;;[A, J];;ctrl;2015;1600
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Technology-specific data;Average annual full-load hours [MWh_e/MW_e];MWh_e/MW_e;;[A, J];;ctrl;2020;1800
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Technology-specific data;Average annual full-load hours [MWh_e/MW_e];MWh_e/MW_e;;[A, J];;ctrl;2030;2000
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Technology-specific data;Average annual full-load hours [MWh_e/MW_e];MWh_e/MW_e;;[A, J];;ctrl;2050;2200
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Technology-specific data;Average annual full-load hours [MWh_e/MW_e];MWh_e/MW_e;;[A, J];;lower;2020;1000
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Technology-specific data;Average annual full-load hours [MWh_e/MW_e];MWh_e/MW_e;;[A, J];;lower;2050;1000
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Technology-specific data;Average annual full-load hours [MWh_e/MW_e];MWh_e/MW_e;;[A, J];;upper;2020;2300
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Technology-specific data;Average annual full-load hours [MWh_e/MW_e];MWh_e/MW_e;;[A, J];;upper;2050;2300
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Technology-specific data;Fixed O&M (*total) [EUR/unit/y];EUR/unit/y;2020;[E, F];;ctrl;2015;540
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Technology-specific data;Fixed O&M (*total) [EUR/unit/y];EUR/unit/y;2020;[E, F];;ctrl;2020;540
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Technology-specific data;Fixed O&M (*total) [EUR/unit/y];EUR/unit/y;2020;[E, F];;ctrl;2030;540
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Technology-specific data;Fixed O&M (*total) [EUR/unit/y];EUR/unit/y;2020;[E, F];;ctrl;2050;540
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Technology-specific data;Fixed O&M (*total) [EUR/unit/y];EUR/unit/y;2020;[E, F];;lower;2020;350
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Technology-specific data;Fixed O&M (*total) [EUR/unit/y];EUR/unit/y;2020;[E, F];;lower;2050;350
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Technology-specific data;Fixed O&M (*total) [EUR/unit/y];EUR/unit/y;2020;[E, F];;upper;2020;700
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Technology-specific data;Fixed O&M (*total) [EUR/unit/y];EUR/unit/y;2020;[E, F];;upper;2050;700
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Technology-specific data;Hub height [m];m;;H;;ctrl;2015;18
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Technology-specific data;Hub height [m];m;;H;;ctrl;2020;18
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Technology-specific data;Hub height [m];m;;H;;ctrl;2030;18
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Technology-specific data;Hub height [m];m;;H;;ctrl;2050;18
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Technology-specific data;Hub height [m];m;;H;;lower;2020;14
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Technology-specific data;Hub height [m];m;;H;;lower;2050;14
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Technology-specific data;Hub height [m];m;;H;;upper;2020;18
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Technology-specific data;Hub height [m];m;;H;;upper;2050;18
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Technology-specific data;Rotor diameter [m];m;;H;;ctrl;2015;8
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Technology-specific data;Rotor diameter [m];m;;H;;ctrl;2020;11
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Technology-specific data;Rotor diameter [m];m;;H;;ctrl;2030;12
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Technology-specific data;Rotor diameter [m];m;;H;;ctrl;2050;14
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Technology-specific data;Rotor diameter [m];m;;H;;lower;2020;4
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Technology-specific data;Rotor diameter [m];m;;H;;lower;2050;4
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Technology-specific data;Rotor diameter [m];m;;H;;upper;2020;14
20 Domestic turbines;Onshore wind turbine, residential - renewable power - wind - small;Technology-specific data;Rotor diameter [m];m;;H;;upper;2050;14
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Energy/technical data;Construction time [years];years;;D;2;ctrl;2025;3,5
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Energy/technical data;Construction time [years];years;;D;2;ctrl;2030;3,5
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Energy/technical data;Construction time [years];years;;D;2;lower;2025;3
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Energy/technical data;Construction time [years];years;;D;2;upper;2025;4
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Energy/technical data;Forced outage [];;;B;;ctrl;2025;0,02
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Energy/technical data;Forced outage [];;;B;;ctrl;2030;0,02
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Energy/technical data;Forced outage [];;;B;;lower;2025;0,02
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Energy/technical data;Forced outage [];;;B;;upper;2025;0,02
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Energy/technical data;Generating capacity for one unit [MW_e];MW_e;;A;1;ctrl;2025;15
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Energy/technical data;Generating capacity for one unit [MW_e];MW_e;;A;1;ctrl;2030;20
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Energy/technical data;Generating capacity for one unit [MW_e];MW_e;;A;1;lower;2025;15
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Energy/technical data;Generating capacity for one unit [MW_e];MW_e;;A;1;upper;2025;15
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Energy/technical data;Planned outage [weeks per year];weeks/year;;B;;ctrl;2025;0,5
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Energy/technical data;Planned outage [weeks per year];weeks/year;;B;;ctrl;2030;0,5
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Energy/technical data;Planned outage [weeks per year];weeks/year;;B;;lower;2025;0,5
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Energy/technical data;Planned outage [weeks per year];weeks/year;;B;;upper;2025;0,5
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Energy/technical data;Space requirement [1000 m2/MW_e];1000m2/MW_e;;E;;ctrl;2025;200
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Energy/technical data;Space requirement [1000 m2/MW_e];1000m2/MW_e;;E;;ctrl;2030;166,6666667
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Energy/technical data;Space requirement [1000 m2/MW_e];1000m2/MW_e;;E;;lower;2025;222,2222222
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Energy/technical data;Space requirement [1000 m2/MW_e];1000m2/MW_e;;E;;upper;2025;181,8181818
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Energy/technical data;Technical lifetime [years];years;;C;;ctrl;2025;30
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Energy/technical data;Technical lifetime [years];years;;C;;ctrl;2030;30
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Energy/technical data;Technical lifetime [years];years;;C;;lower;2025;25
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Energy/technical data;Technical lifetime [years];years;;C;;upper;2025;40
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Financial data (in 2020 prices) ;Fixed O&M (*total) [EUR/MW_e/y];EUR/MW_e/y;2020;A, F;2;ctrl;2025;44000
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Financial data (in 2020 prices) ;Fixed O&M (*total) [EUR/MW_e/y];EUR/MW_e/y;2020;A, F;2;ctrl;2030;34000
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Financial data (in 2020 prices) ;Fixed O&M (*total) [EUR/MW_e/y];EUR/MW_e/y;2020;A, F;2;lower;2025;39600
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Financial data (in 2020 prices) ;Fixed O&M (*total) [EUR/MW_e/y];EUR/MW_e/y;2020;A, F;2;upper;2025;48400
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Financial data (in 2020 prices) ;Nominal investment (*total) [MEUR/MW_e];MEUR/MW_e;2020;A, F;1;ctrl;2025;1,915269197
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Financial data (in 2020 prices) ;Nominal investment (*total) [MEUR/MW_e];MEUR/MW_e;2020;A, F;1;ctrl;2030;1,541106023
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Financial data (in 2020 prices) ;Nominal investment (*total) [MEUR/MW_e];MEUR/MW_e;2020;A, F;1;lower;2025;1,723742277
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Financial data (in 2020 prices) ;Nominal investment (*total) [MEUR/MW_e];MEUR/MW_e;2020;A, F;1;upper;2025;2,106796117
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Financial data (in 2020 prices) ;Nominal investment (array cables) [MEUR/MW_e];MEUR/MW_e;2020;A, F;1;ctrl;2025;0,017652251
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Financial data (in 2020 prices) ;Nominal investment (array cables) [MEUR/MW_e];MEUR/MW_e;2020;A, F;1;ctrl;2030;0,016835206
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Financial data (in 2020 prices) ;Nominal investment (array cables) [MEUR/MW_e];MEUR/MW_e;2020;A, F;1;lower;2025;0,015887026
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Financial data (in 2020 prices) ;Nominal investment (array cables) [MEUR/MW_e];MEUR/MW_e;2020;A, F;1;upper;2025;0,019417476
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Financial data (in 2020 prices) ;Nominal investment (export cables) [MEUR/MW_e];MEUR/MW_e;2020;G;;ctrl;2025;0,088261253
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Financial data (in 2020 prices) ;Nominal investment (export cables) [MEUR/MW_e];MEUR/MW_e;2020;G;;ctrl;2030;0,088261253
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Financial data (in 2020 prices) ;Nominal investment (export cables) [MEUR/MW_e];MEUR/MW_e;2020;G;;lower;2025;0,079435128
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Financial data (in 2020 prices) ;Nominal investment (export cables) [MEUR/MW_e];MEUR/MW_e;2020;G;;upper;2025;0,097087379
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Financial data (in 2020 prices) ;Nominal investment (foundation) [MEUR/MW_e];MEUR/MW_e;2020;A, F;1;ctrl;2025;0,485436893
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Financial data (in 2020 prices) ;Nominal investment (foundation) [MEUR/MW_e];MEUR/MW_e;2020;A, F;1;ctrl;2030;0,379136861
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Financial data (in 2020 prices) ;Nominal investment (foundation) [MEUR/MW_e];MEUR/MW_e;2020;A, F;1;lower;2025;0,436893204
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Financial data (in 2020 prices) ;Nominal investment (foundation) [MEUR/MW_e];MEUR/MW_e;2020;A, F;1;upper;2025;0,533980583
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Financial data (in 2020 prices) ;Nominal investment (project development etc.) [MEUR/MW_e];MEUR/MW_e;2020;A, F;1;ctrl;2025;0,13239188
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Financial data (in 2020 prices) ;Nominal investment (project development etc.) [MEUR/MW_e];MEUR/MW_e;2020;A, F;1;ctrl;2030;0,126264045
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Financial data (in 2020 prices) ;Nominal investment (project development etc.) [MEUR/MW_e];MEUR/MW_e;2020;A, F;1;lower;2025;0,119152692
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Financial data (in 2020 prices) ;Nominal investment (project development etc.) [MEUR/MW_e];MEUR/MW_e;2020;A, F;1;upper;2025;0,145631068
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Financial data (in 2020 prices) ;Nominal investment (substation) [MEUR/MW_e];MEUR/MW_e;2020;G;;ctrl;2025;0
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Financial data (in 2020 prices) ;Nominal investment (substation) [MEUR/MW_e];MEUR/MW_e;2020;G;;ctrl;2030;0
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Financial data (in 2020 prices) ;Nominal investment (substation) [MEUR/MW_e];MEUR/MW_e;2020;G;;lower;2025;0
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Financial data (in 2020 prices) ;Nominal investment (substation) [MEUR/MW_e];MEUR/MW_e;2020;G;;upper;2025;0
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Financial data (in 2020 prices) ;Nominal investment (turbines) [MEUR/MW_e];MEUR/MW_e;2020;A, F;1;ctrl;2025;1,19152692
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Financial data (in 2020 prices) ;Nominal investment (turbines) [MEUR/MW_e];MEUR/MW_e;2020;A, F;1;ctrl;2030;0,930608658
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Financial data (in 2020 prices) ;Nominal investment (turbines) [MEUR/MW_e];MEUR/MW_e;2020;A, F;1;lower;2025;1,072374228
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Financial data (in 2020 prices) ;Nominal investment (turbines) [MEUR/MW_e];MEUR/MW_e;2020;A, F;1;upper;2025;1,310679612
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Financial data (in 2020 prices) ;Variable O&M (*total) [EUR/MWh_e];EUR/MWh_e;2020;A, F;2;ctrl;2025;4,413062665
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Financial data (in 2020 prices) ;Variable O&M (*total) [EUR/MWh_e];EUR/MWh_e;2020;A, F;2;ctrl;2030;3,446698733
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Financial data (in 2020 prices) ;Variable O&M (*total) [EUR/MWh_e];EUR/MWh_e;2020;A, F;2;lower;2025;3,971756399
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Financial data (in 2020 prices) ;Variable O&M (*total) [EUR/MWh_e];EUR/MWh_e;2020;A, F;2;upper;2025;4,854368932
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Technology-specific data;Average annual full-load hours [MWh_e/MW_e];MWh_e/MW_e;;A;1;ctrl;2025;4000
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Technology-specific data;Average annual full-load hours [MWh_e/MW_e];MWh_e/MW_e;;A;1;ctrl;2030;4150
