ws;Technology;cat;par;unit;priceyear;note;ref;est;year;val
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Technology-specific data;Average annual full-load hours [MWh_e/MW_e];MWh_e/MW_e;;A;1;lower;2025;4000
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Technology-specific data;Average annual full-load hours [MWh_e/MW_e];MWh_e/MW_e;;A;1;upper;2025;4000
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Technology-specific data;Distance to shore [km];km;;A;;ctrl;2025;15
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Technology-specific data;Distance to shore [km];km;;A;;ctrl;2030;15
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Technology-specific data;Distance to shore [km];km;;A;;lower;2025;15
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Technology-specific data;Distance to shore [km];km;;A;;upper;2025;15
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Technology-specific data;Grid connection type;;;A;;ctrl;2025;AC
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Technology-specific data;Grid connection type;;;A;;ctrl;2030;AC
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Technology-specific data;Grid connection type;;;A;;lower;2025;AC
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Technology-specific data;Grid connection type;;;A;;upper;2025;AC
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Technology-specific data;Hub height [m];m;;A;3;ctrl;2025;150
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Technology-specific data;Hub height [m];m;;A;3;ctrl;2030;170
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Technology-specific data;Hub height [m];m;;A;3;lower;2025;150
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Technology-specific data;Hub height [m];m;;A;3;upper;2025;150
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Technology-specific data;Offshore substation;;;A;;ctrl;2025;No
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Technology-specific data;Offshore substation;;;A;;ctrl;2030;No
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Technology-specific data;Offshore substation;;;A;;lower;2025;No
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Technology-specific data;Offshore substation;;;A;;upper;2025;No
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Technology-specific data;Rotor diameter [m];m;;A, H;;ctrl;2025;236
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Technology-specific data;Rotor diameter [m];m;;A, H;;ctrl;2030;280
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Technology-specific data;Rotor diameter [m];m;;A, H;;lower;2025;236
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Technology-specific data;Rotor diameter [m];m;;A, H;;upper;2025;236
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Technology-specific data;Specific area coverage [MW_e/km2];MW_e/km2;;A;1;ctrl;2025;5
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Technology-specific data;Specific area coverage [MW_e/km2];MW_e/km2;;A;1;ctrl;2030;6
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Technology-specific data;Specific area coverage [MW_e/km2];MW_e/km2;;A;1;lower;2025;4,5
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Technology-specific data;Specific area coverage [MW_e/km2];MW_e/km2;;A;1;upper;2025;5,5
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Technology-specific data;Specific power [W_e/m2];W_e/m2;;A;2;ctrl;2025;343
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Technology-specific data;Specific power [W_e/m2];W_e/m2;;A;2;ctrl;2030;320
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Technology-specific data;Specific power [W_e/m2];W_e/m2;;A;2;lower;2025;343
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Technology-specific data;Specific power [W_e/m2];W_e/m2;;A;2;upper;2025;343
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Technology-specific data;Water depth [m];m;;A;;ctrl;2025;15
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Technology-specific data;Water depth [m];m;;A;;ctrl;2030;15
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Technology-specific data;Water depth [m];m;;A;;lower;2025;15
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Technology-specific data;Water depth [m];m;;A;;upper;2025;15
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Technology-specific data;Wind farm size [number of turbines];numberturbines;;A;1;ctrl;2025;20
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Technology-specific data;Wind farm size [number of turbines];numberturbines;;A;1;ctrl;2030;20
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Technology-specific data;Wind farm size [number of turbines];numberturbines;;A;1;lower;2025;15
21 Nearshore Wind AC;Nearshore Wind - AC connected - Fixed bottom;Technology-specific data;Wind farm size [number of turbines];numberturbines;;A;1;upper;2025;25
21 Offshore Wind AC Fixed;Offshore Wind - AC connected - Fixed bottom;Energy/technical data;Construction time [years];years;;D;2;ctrl;2025;3,5
21 Offshore Wind AC Fixed;Offshore Wind - AC connected - Fixed bottom;Energy/technical data;Construction time [years];years;;D;2;ctrl;2030;3,5
21 Offshore Wind AC Fixed;Offshore Wind - AC connected - Fixed bottom;Energy/technical data;Construction time [years];years;;D;2;ctrl;2035;3,5
21 Offshore Wind AC Fixed;Offshore Wind - AC connected - Fixed bottom;Energy/technical data;Construction time [years];years;;D;2;ctrl;2040;3,5
21 Offshore Wind AC Fixed;Offshore Wind - AC connected - Fixed bottom;Energy/technical data;Construction time [years];years;;D;2;ctrl;2050;3,5
21 Offshore Wind AC Fixed;Offshore Wind - AC connected - Fixed bottom;Energy/technical data;Construction time [years];years;;D;2;lower;2025;3
21 Offshore Wind AC Fixed;Offshore Wind - AC connected - Fixed bottom;Energy/technical data;Construction time [years];years;;D;2;lower;2050;3
21 Offshore Wind AC Fixed;Offshore Wind - AC connected - Fixed bottom;Energy/technical data;Construction time [years];years;;D;2;upper;2025;4
21 Offshore Wind AC Fixed;Offshore Wind - AC connected - Fixed bottom;Energy/technical data;Construction time [years];years;;D;2;upper;2050;4
21 Offshore Wind AC Fixed;Offshore Wind - AC connected - Fixed bottom;Energy/technical data;Forced outage [];;;B;;ctrl;2025;0,02
21 Offshore Wind AC Fixed;Offshore Wind - AC connected - Fixed bottom;Energy/technical data;Forced outage [];;;B;;ctrl;2030;0,02
21 Offshore Wind AC Fixed;Offshore Wind - AC connected - Fixed bottom;Energy/technical data;Forced outage [];;;B;;ctrl;2035;0,02
21 Offshore Wind AC Fixed;Offshore Wind - AC connected - Fixed bottom;Energy/technical data;Forced outage [];;;B;;ctrl;2040;0,02
21 Offshore Wind AC Fixed;Offshore Wind - AC connected - Fixed bottom;Energy/technical data;Forced outage [];;;B;;ctrl;2050;0,02
21 Offshore Wind AC Fixed;Offshore Wind - AC connected - Fixed bottom;Energy/technical data;Forced outage [];;;B;;lower;2025;0,02
21 Offshore Wind AC Fixed;Offshore Wind - AC connected - Fixed bottom;Energy/technical data;Forced outage [];;;B;;lower;2050;0,02
21 Offshore Wind AC Fixed;Offshore Wind - AC connected - Fixed bottom;Energy/technical data;Forced outage [];;;B;;upper;2025;0,02
21 Offshore Wind AC Fixed;Offshore Wind - AC connected - Fixed bottom;Energy/technical data;Forced outage [];;;B;;upper;2050;0,02
21 Offshore Wind AC Fixed;Offshore Wind - AC connected - Fixed bottom;Energy/technical data;Generating capacity for one unit [MW_e];MW_e;;A;1;ctrl;2025;15
21 Offshore Wind AC Fixed;Offshore Wind - AC connected - Fixed bottom;Energy/technical data;Generating capacity for one unit [MW_e];MW_e;;A;1;ctrl;2030;20
21 Offshore Wind AC Fixed;Offshore Wind - AC connected - Fixed bottom;Energy/technical data;Generating capacity for one unit [MW_e];MW_e;;A;1;ctrl;2035;25
21 Offshore Wind AC Fixed;Offshore Wind - AC connected - Fixed bottom;Energy/technical data;Generating capacity for one unit [MW_e];MW_e;;A;1;ctrl;2040;30
21 Offshore Wind AC Fixed;Offshore Wind - AC connected - Fixed bottom;Energy/technical data;Generating capacity for one unit [MW_e];MW_e;;A;1;ctrl;2050;35
21 Offshore Wind AC Fixed;Offshore Wind - AC connected - Fixed bottom;Energy/technical data;Generating capacity for one unit [MW_e];MW_e;;A;1;lower;2025;15
21 Offshore Wind AC Fixed;Offshore Wind - AC connected - Fixed bottom;Energy/technical data;Generating capacity for one unit [MW_e];MW_e;;A;1;lower;2050;30
21 Offshore Wind AC Fixed;Offshore Wind - AC connected - Fixed bottom;Energy/technical data;Generating capacity for one unit [MW_e];MW_e;;A;1;upper;2025;15
21 Offshore Wind AC Fixed;Offshore Wind - AC connected - Fixed bottom;Energy/technical data;Generating capacity for one unit [MW_e];MW_e;;A;1;upper;2050;40
21 Offshore Wind AC Fixed;Offshore Wind - AC connected - Fixed bottom;Energy/technical data;Planned outage [weeks per year];weeks/year;;B;;ctrl;2025;0,5
21 Offshore Wind AC Fixed;Offshore Wind - AC connected - Fixed bottom;Energy/technical data;Planned outage [weeks per year];weeks/year;;B;;ctrl;2030;0,5
21 Offshore Wind AC Fixed;Offshore Wind - AC connected - Fixed bottom;Energy/technical data;Planned outage [weeks per year];weeks/year;;B;;ctrl;2035;0,5
21 Offshore Wind AC Fixed;Offshore Wind - AC connected - Fixed bottom;Energy/technical data;Planned outage [weeks per year];weeks/year;;B;;ctrl;2040;0,5
21 Offshore Wind AC Fixed;Offshore Wind - AC connected - Fixed bottom;Energy/technical data;Planned outage [weeks per year];weeks/year;;B;;ctrl;2050;0,5
21 Offshore Wind AC Fixed;Offshore Wind - AC connected - Fixed bottom;Energy/technical data;Planned outage [weeks per year];weeks/year;;B;;lower;2025;0,5
21 Offshore Wind AC Fixed;Offshore Wind - AC connected - Fixed bottom;Energy/technical data;Planned outage [weeks per year];weeks/year;;B;;lower;2050;0,5
21 Offshore Wind AC Fixed;Offshore Wind - AC connected - Fixed bottom;Energy/technical data;Planned outage [weeks per year];weeks/year;;B;;upper;2025;0,5
21 Offshore Wind AC Fixed;Offshore Wind - AC connected - Fixed bottom;Energy/technical data;Planned outage [weeks per year];weeks/year;;B;;upper;2050;0,5
21 Offshore Wind AC Fixed;Offshore Wind - AC connected - Fixed bottom;Energy/technical data;Space requirement [1000 m2/MW_e];1000m2/MW_e;;E;;ctrl;2025;200
21 Offshore Wind AC Fixed;Offshore Wind - AC connected - Fixed bottom;Energy/technical data;Space requirement [1000 m2/MW_e];1000m2/MW_e;;E;;ctrl;2030;166,6666667
21 Offshore Wind AC Fixed;Offshore Wind - AC connected - Fixed bottom;Energy/technical data;Space requirement [1000 m2/MW_e];1000m2/MW_e;;E;;ctrl;2035;142,8571429
21 Offshore Wind AC Fixed;Offshore Wind - AC connected - Fixed bottom;Energy/technical data;Space requirement [1000 m2/MW_e];1000m2/MW_e;;E;;ctrl;2040;125
21 Offshore Wind AC Fixed;Offshore Wind - AC connected - Fixed bottom;Energy/technical data;Space requirement [1000 m2/MW_e];1000m2/MW_e;;E;;ctrl;2050;100
21 Offshore Wind AC Fixed;Offshore Wind - AC connected - Fixed bottom;Energy/technical data;Space requirement [1000 m2/MW_e];1000m2/MW_e;;E;;lower;2025;222,2222222
21 Offshore Wind AC Fixed;Offshore Wind - AC connected - Fixed bottom;Energy/technical data;Space requirement [1000 m2/MW_e];1000m2/MW_e;;E;;lower;2050;111,1111111
21 Offshore Wind AC Fixed;Offshore Wind - AC connected - Fixed bottom;Energy/technical data;Space requirement [1000 m2/MW_e];1000m2/MW_e;;E;;upper;2025;181,8181818
21 Offshore Wind AC Fixed;Offshore Wind - AC connected - Fixed bottom;Energy/technical data;Space requirement [1000 m2/MW_e];1000m2/MW_e;;E;;upper;2050;90,90909091
21 Offshore Wind AC Fixed;Offshore Wind - AC connected - Fixed bottom;Energy/technical data;Technical lifetime [years];years;;C;;ctrl;2025;30
21 Offshore Wind AC Fixed;Offshore Wind - AC connected - Fixed bottom;Energy/technical data;Technical lifetime [years];years;;C;;ctrl;2030;30
21 Offshore Wind AC Fixed;Offshore Wind - AC connected - Fixed bottom;Energy/technical data;Technical lifetime [years];years;;C;;ctrl;2035;30
21 Offshore Wind AC Fixed;Offshore Wind - AC connected - Fixed bottom;Energy/technical data;Technical lifetime [years];years;;C;;ctrl;2040;30
21 Offshore Wind AC Fixed;Offshore Wind - AC connected - Fixed bottom;Energy/technical data;Technical lifetime [years];years;;C;;ctrl;2050;30
21 Offshore Wind AC Fixed;Offshore Wind - AC connected - Fixed bottom;Energy/technical data;Technical lifetime [years];years;;C;;lower;2025;25
21 Offshore Wind AC Fixed;Offshore Wind - AC connected - Fixed bottom;Energy/technical data;Technical lifetime [years];years;;C;;lower;2050;25
21 Offshore Wind AC Fixed;Offshore Wind - AC connected - Fixed bottom;Energy/technical data;Technical lifetime [years];years;;C;;upper;2025;40
21 Offshore Wind AC Fixed;Offshore Wind - AC connected - Fixed bottom;Energy/technical data;Technical lifetime [years];years;;C;;upper;2050;40
21 Offshore Wind AC Fixed;Offshore Wind - AC connected - Fixed bottom;Financial data (in 2020 prices) ;Fixed O&M (*total) [EUR/MW_e/y];EUR/MW_e/y;2020;A, F;2;ctrl;2025;44000
21 Offshore Wind AC Fixed;Offshore Wind - AC connected - Fixed bottom;Financial data (in 2020 prices) ;Fixed O&M (*total) [EUR/MW_e/y];EUR/MW_e/y;2020;A, F;2;ctrl;2030;34000
21 Offshore Wind AC Fixed;Offshore Wind - AC connected - Fixed bottom;Financial data (in 2020 prices) ;Fixed O&M (*total) [EUR/MW_e/y];EUR/MW_e/y;2020;A, F;2;ctrl;2035;32000
21 Offshore Wind AC Fixed;Offshore Wind - AC connected - Fixed bottom;Financial data (in 2020 prices) ;Fixed O&M (*total) [EUR/MW_e/y];EUR/MW_e/y;2020;A, F;2;ctrl;2040;30000
21 Offshore Wind AC Fixed;Offshore Wind - AC connected - Fixed bottom;Financial data (in 2020 prices) ;Fixed O&M (*total) [EUR/MW_e/y];EUR/MW_e/y;2020;A, F;2;ctrl;2050;28000
21 Offshore Wind AC Fixed;Offshore Wind - AC connected - Fixed bottom;Financial data (in 2020 prices) ;Fixed O&M (*total) [EUR/MW_e/y];EUR/MW_e/y;2020;A, F;2;lower;2025;39600
21 Offshore Wind AC Fixed;Offshore Wind - AC connected - Fixed bottom;Financial data (in 2020 prices) ;Fixed O&M (*total) [EUR/MW_e/y];EUR/MW_e/y;2020;A, F;2;lower;2050;18200
21 Offshore Wind AC Fixed;Offshore Wind - AC connected - Fixed bottom;Financial data (in 2020 prices) ;Fixed O&M (*total) [EUR/MW_e/y];EUR/MW_e/y;2020;A, F;2;upper;2025;48400
21 Offshore Wind AC Fixed;Offshore Wind - AC connected - Fixed bottom;Financial data (in 2020 prices) ;Fixed O&M (*total) [EUR/MW_e/y];EUR/MW_e/y;2020;A, F;2;upper;2050;37800
21 Offshore Wind AC Fixed;Offshore Wind - AC connected - Fixed bottom;Financial data (in 2020 prices) ;Nominal investment (*total) [MEUR/MW_e];MEUR/MW_e;2020;A, F;1;ctrl;2025;2,780229479
21 Offshore Wind AC Fixed;Offshore Wind - AC connected - Fixed bottom;Financial data (in 2020 prices) ;Nominal investment (*total) [MEUR/MW_e];MEUR/MW_e;2020;A, F;1;ctrl;2030;2,393134487
21 Offshore Wind AC Fixed;Offshore Wind - AC connected - Fixed bottom;Financial data (in 2020 prices) ;Nominal investment (*total) [MEUR/MW_e];MEUR/MW_e;2020;A, F;1;ctrl;2035;2,248224305
21 Offshore Wind AC Fixed;Offshore Wind - AC connected - Fixed bottom;Financial data (in 2020 prices) ;Nominal investment (*total) [MEUR/MW_e];MEUR/MW_e;2020;A, F;1;ctrl;2040;2,140566092
21 Offshore Wind AC Fixed;Offshore Wind - AC connected - Fixed bottom;Financial data (in 2020 prices) ;Nominal investment (*total) [MEUR/MW_e];MEUR/MW_e;2020;A, F;1;ctrl;2050;1,985692992
21 Offshore Wind AC Fixed;Offshore Wind - AC connected - Fixed bottom;Financial data (in 2020 prices) ;Nominal investment (*total) [MEUR/MW_e];MEUR/MW_e;2020;A, F;1;lower;2025;2,502206531
21 Offshore Wind AC Fixed;Offshore Wind - AC connected - Fixed bottom;Financial data (in 2020 prices) ;Nominal investment (*total) [MEUR/MW_e];MEUR/MW_e;2020;A, F;1;lower;2050;1,290700445
21 Offshore Wind AC Fixed;Offshore Wind - AC connected - Fixed bottom;Financial data (in 2020 prices) ;Nominal investment (*total) [MEUR/MW_e];MEUR/MW_e;2020;A, F;1;upper;2025;3,058252427
21 Offshore Wind AC Fixed;Offshore Wind - AC connected - Fixed bottom;Financial data (in 2020 prices) ;Nominal investment (*total) [MEUR/MW_e];MEUR/MW_e;2020;A, F;1;upper;2050;2,680685539
21 Offshore Wind AC Fixed;Offshore Wind - AC connected - Fixed bottom;Financial data (in 2020 prices) ;Nominal investment (array cables) [MEUR/MW_e];MEUR/MW_e;2020;A, F;1;ctrl;2025;0,044130627
