carrier,index_carrier,bus,p_nom,e_nom,efficiency,country,unit,open_tyndp_type
hydro-phs-pure,hydro-phs-pure-turbine,NOM1,0,0.0,1.0,NO,MW,hydro-phs-pure-turbine
hydro-phs-pure,hydro-phs-pure-pump,NOM1,0,0.0,1.0,NO,MW,hydro-phs-pure-pump
other-res,other-res,NOM1,0,0.0,1.0,NO,MW,other-res
uranium,nuclear,NON1,0.0,0.0,1.0,NO,MW,nuclear
coal,coal-old1,NON1,0.0,0.0,1.0,NO,MW,coal
coal,coal-old2,NON1,0.0,0.0,1.0,NO,MW,coal
coal,coal-new,NON1,0.0,0.0,1.0,NO,MW,coal
coal,coal-ccs,NON1,0.0,0.0,1.0,NO,MW,coal-ccs
lignite,lignite-old1,NON1,0.0,0.0,1.0,NO,MW,lignite
lignite,lignite-old2,NON1,0.0,0.0,1.0,NO,MW,lignite
lignite,lignite-new,NON1,0.0,0.0,1.0,NO,MW,lignite
lignite,lignite-ccs,NON1,0.0,0.0,1.0,NO,MW,lignite-ccs
gas,gas-conv-old1,NON1,0.0,0.0,1.0,NO,MW,gas-conv
gas,gas-conv-old2,NON1,0.0,0.0,1.0,NO,MW,gas-conv
gas,gas-ccgt-old1,NON1,0.0,0.0,1.0,NO,MW,gas-ccgt
gas,gas-ccgt-old2,NON1,0.0,0.0,1.0,NO,MW,gas-ccgt
gas,gas-ccgt-new,NON1,0.0,0.0,1.0,NO,MW,gas-ccgt
gas,gas-ccgt-ccs,NON1,0.0,0.0,1.0,NO,MW,gas-ccgt-ccs
gas,gas-ocgt-old,NON1,0.0,0.0,1.0,NO,MW,gas-ocgt
gas,gas-ocgt-new,NON1,0.0,0.0,1.0,NO,MW,gas-ocgt
oil-light,oil-light,NON1,0.0,0.0,1.0,NO,MW,oil-light
oil-heavy,oil-heavy-old1,NON1,0.0,0.0,1.0,NO,MW,oil-heavy
oil-heavy,oil-heavy-old2,NON1,0.0,0.0,1.0,NO,MW,oil-heavy
oil-shale,oil-shale-old,NON1,0.0,0.0,1.0,NO,MW,oil-shale
oil-shale,oil-shale-new,NON1,0.0,0.0,1.0,NO,MW,oil-shale
gas,gas-ccgt-present1,NON1,0.0,0.0,1.0,NO,MW,gas-ccgt
gas,gas-ccgt-present2,NON1,0.0,0.0,1.0,NO,MW,gas-ccgt
h2-fuel-cell,h2-fuel-cell,NON1,0.0,0.0,1.0,NO,MW,h2-fuel-cell
h2-ccgt,h2-ccgt,NON1,0.0,0.0,1.0,NO,MW,h2-ccgt
battery,battery-charge,NON1,0,0.0,0.0,NO,MW,battery-charge
battery,battery-discharge,NON1,0,0.0,0.0,NO,MW,battery-discharge
battery,battery-store,NON1,0.0,0,0.0,NO,MWh,battery-store
chp,chp-gas-conventional-old-1-industrial-0eur,NON1,195.0,0.0,0.36,NO,MW,
dsr,dsr-8h-1000.0eur,NON1,294.2994505494505,0.0,1.0,NO,MW,
dsr,dsr-8h-400.0eur,NON1,171.7032967032967,0.0,1.0,NO,MW,
dsr,dsr-8h-700.0eur,NON1,87.68315018315019,0.0,1.0,NO,MW,
dsr,dsr-8h-775.0eur,NON1,183.1501831501832,0.0,1.0,NO,MW,
dsr,dsr-8h-950.0eur,NON1,825.7783882783883,0.0,1.0,NO,MW,
hydro-ror,hydro-ror-turbine,NON1,726.9109549745923,0.0,1.0,NO,MW,hydro-ror-turbine
hydro-pondage,hydro-pondage-reservoir,NON1,0.0,0,1.0,NO,GWh,hydro-pondage-reservoir
hydro-pondage,hydro-pondage-turbine,NON1,0,0.0,1.0,NO,MW,hydro-pondage-turbine
hydro-reservoir,hydro-reservoir-reservoir,NON1,0.0,21206.55706893903,1.0,NO,GWh,hydro-reservoir-reservoir
hydro-reservoir,hydro-reservoir-turbine,NON1,4754.081043729891,0.0,1.0,NO,MW,hydro-reservoir-turbine
hydro-phs,hydro-phs-reservoir,NON1,0.0,3.126199897766113,1.0,NO,GWh,hydro-phs-reservoir
hydro-phs,hydro-phs-turbine,NON1,1.980000056326393,0.0,1.0,NO,MW,hydro-phs-turbine
hydro-phs,hydro-phs-pump,NON1,-1.980000056326393,0.0,1.0,NO,MW,hydro-phs-pump
hydro-phs-pure,hydro-phs-pure-reservoir,NON1,0.0,0,1.0,NO,GWh,hydro-phs-pure-reservoir
hydro-phs-pure,hydro-phs-pure-turbine,NON1,0,0.0,1.0,NO,MW,hydro-phs-pure-turbine
hydro-phs-pure,hydro-phs-pure-pump,NON1,0,0.0,1.0,NO,MW,hydro-phs-pure-pump
other-res,other-res,NON1,0,0.0,1.0,NO,MW,other-res
uranium,nuclear,NOS0,0.0,0.0,1.0,NO,MW,nuclear
coal,coal-old1,NOS0,0.0,0.0,1.0,NO,MW,coal
coal,coal-old2,NOS0,0.0,0.0,1.0,NO,MW,coal
coal,coal-new,NOS0,0.0,0.0,1.0,NO,MW,coal
coal,coal-ccs,NOS0,0.0,0.0,1.0,NO,MW,coal-ccs
lignite,lignite-old1,NOS0,0.0,0.0,1.0,NO,MW,lignite
lignite,lignite-old2,NOS0,0.0,0.0,1.0,NO,MW,lignite
lignite,lignite-new,NOS0,0.0,0.0,1.0,NO,MW,lignite
lignite,lignite-ccs,NOS0,0.0,0.0,1.0,NO,MW,lignite-ccs
gas,gas-conv-old1,NOS0,0.0,0.0,1.0,NO,MW,gas-conv
gas,gas-conv-old2,NOS0,0.0,0.0,1.0,NO,MW,gas-conv
gas,gas-ccgt-old1,NOS0,0.0,0.0,1.0,NO,MW,gas-ccgt
gas,gas-ccgt-old2,NOS0,0.0,0.0,1.0,NO,MW,gas-ccgt
gas,gas-ccgt-new,NOS0,0.0,0.0,1.0,NO,MW,gas-ccgt
gas,gas-ccgt-ccs,NOS0,0.0,0.0,1.0,NO,MW,gas-ccgt-ccs
gas,gas-ocgt-old,NOS0,0.0,0.0,1.0,NO,MW,gas-ocgt
gas,gas-ocgt-new,NOS0,0.0,0.0,1.0,NO,MW,gas-ocgt
oil-light,oil-light,NOS0,0.0,0.0,1.0,NO,MW,oil-light
oil-heavy,oil-heavy-old1,NOS0,0.0,0.0,1.0,NO,MW,oil-heavy
oil-heavy,oil-heavy-old2,NOS0,0.0,0.0,1.0,NO,MW,oil-heavy
oil-shale,oil-shale-old,NOS0,0.0,0.0,1.0,NO,MW,oil-shale
oil-shale,oil-shale-new,NOS0,0.0,0.0,1.0,NO,MW,oil-shale
gas,gas-ccgt-present1,NOS0,0.0,0.0,1.0,NO,MW,gas-ccgt
gas,gas-ccgt-present2,NOS0,0.0,0.0,1.0,NO,MW,gas-ccgt
h2-fuel-cell,h2-fuel-cell,NOS0,0.0,0.0,1.0,NO,MW,h2-fuel-cell
h2-ccgt,h2-ccgt,NOS0,0.0,0.0,1.0,NO,MW,h2-ccgt
battery,battery-charge,NOS0,0,0.0,0.0,NO,MW,battery-charge
battery,battery-discharge,NOS0,0,0.0,0.0,NO,MW,battery-discharge
battery,battery-store,NOS0,0.0,0,0.0,NO,MWh,battery-store
chp,chp-gas-conventional-old-1-industrial-0eur,NOS0,50.0,0.0,0.36,NO,MW,
dsr,dsr-8h-100.0eur,NOS0,5.723443223443224,0.0,1.0,NO,MW,
dsr,dsr-8h-1000.0eur,NOS0,420.1007326007326,0.0,1.0,NO,MW,
dsr,dsr-8h-400.0eur,NOS0,172.6190476190476,0.0,1.0,NO,MW,
dsr,dsr-8h-700.0eur,NOS0,17.17032967032967,0.0,1.0,NO,MW,
dsr,dsr-8h-950.0eur,NOS0,80.12820512820512,0.0,1.0,NO,MW,
hydro-ror,hydro-ror-turbine,NOS0,5557.048791992192,0.0,1.0,NO,MW,hydro-ror-turbine
hydro-pondage,hydro-pondage-reservoir,NOS0,0.0,0,1.0,NO,GWh,hydro-pondage-reservoir
hydro-pondage,hydro-pondage-turbine,NOS0,0,0.0,1.0,NO,MW,hydro-pondage-turbine
hydro-reservoir,hydro-reservoir-reservoir,NOS0,0.0,43005.25350797681,1.0,NO,GWh,hydro-reservoir-reservoir
hydro-reservoir,hydro-reservoir-turbine,NOS0,19689.39833979466,0.0,1.0,NO,MW,hydro-reservoir-turbine
hydro-phs,hydro-phs-reservoir,NOS0,0.0,15080.60230398496,1.0,NO,GWh,hydro-phs-reservoir
hydro-phs,hydro-phs-turbine,NOS0,649.5,0.0,1.0,NO,MW,hydro-phs-turbine
hydro-phs,hydro-phs-pump,NOS0,-682.0079997807741,0.0,1.0,NO,MW,hydro-phs-pump
hydro-phs-pure,hydro-phs-pure-reservoir,NOS0,0.0,0,1.0,NO,GWh,hydro-phs-pure-reservoir
hydro-phs-pure,hydro-phs-pure-turbine,NOS0,0,0.0,1.0,NO,MW,hydro-phs-pure-turbine
hydro-phs-pure,hydro-phs-pure-pump,NOS0,0,0.0,1.0,NO,MW,hydro-phs-pure-pump
other-res,other-res,NOS0,0,0.0,1.0,NO,MW,other-res
uranium,nuclear,PL00,0.0,0.0,1.0,PL,MW,nuclear
coal,coal-old1,PL00,7367.98,0.0,1.0,PL,MW,coal
coal,coal-old2,PL00,3276.21,0.0,1.0,PL,MW,coal
coal,coal-new,PL00,1663.0,0.0,1.0,PL,MW,coal
coal,coal-ccs,PL00,0.0,0.0,1.0,PL,MW,coal-ccs
lignite,lignite-old1,PL00,4696.0,0.0,1.0,PL,MW,lignite
lignite,lignite-old2,PL00,1824.0,0.0,1.0,PL,MW,lignite
lignite,lignite-new,PL00,0.0,0.0,1.0,PL,MW,lignite
lignite,lignite-ccs,PL00,0.0,0.0,1.0,PL,MW,lignite-ccs
gas,gas-conv-old1,PL00,0.0,0.0,1.0,PL,MW,gas-conv
gas,gas-conv-old2,PL00,0.0,0.0,1.0,PL,MW,gas-conv
gas,gas-ccgt-old1,PL00,0.0,0.0,1.0,PL,MW,gas-ccgt
gas,gas-ccgt-old2,PL00,0.0,0.0,1.0,PL,MW,gas-ccgt
gas,gas-ccgt-new,PL00,9620.71435207228,0.0,1.0,PL,MW,gas-ccgt
gas,gas-ccgt-ccs,PL00,0.0,0.0,1.0,PL,MW,gas-ccgt-ccs
gas,gas-ocgt-old,PL00,0.0,0.0,1.0,PL,MW,gas-ocgt
gas,gas-ocgt-new,PL00,0.0,0.0,1.0,PL,MW,gas-ocgt
oil-light,oil-light,PL00,0.0,0.0,1.0,PL,MW,oil-light
oil-heavy,oil-heavy-old1,PL00,0.0,0.0,1.0,PL,MW,oil-heavy
oil-heavy,oil-heavy-old2,PL00,0.0,0.0,1.0,PL,MW,oil-heavy
oil-shale,oil-shale-old,PL00,0.0,0.0,1.0,PL,MW,oil-shale
oil-shale,oil-shale-new,PL00,0.0,0.0,1.0,PL,MW,oil-shale
gas,gas-ccgt-present1,PL00,0.0,0.0,1.0,PL,MW,gas-ccgt
gas,gas-ccgt-present2,PL00,0.0,0.0,1.0,PL,MW,gas-ccgt
h2-fuel-cell,h2-fuel-cell,PL00,0.0,0.0,1.0,PL,MW,h2-fuel-cell
h2-ccgt,h2-ccgt,PL00,100.0,0.0,1.0,PL,MW,h2-ccgt
battery,battery-charge,PL00,0,0.0,0.0,PL,MW,battery-charge
battery,battery-discharge,PL00,0,0.0,0.0,PL,MW,battery-discharge
battery,battery-store,PL00,0.0,0,0.0,PL,MWh,battery-store
chp,chp-gas-ccgt-present-2-other-0eur,PL00,587.5754151054633,0.0,0.58,PL,MW,
chp,chp-gas-ccgt-present-2-other-79.69655172413793eur,PL00,1205.356046086957,0.0,0.58,PL,MW,
chp,chp-hard-coal-old-1-other-0eur,PL00,1144.900742341306,0.0,0.35,PL,MW,
chp,chp-hard-coal-old-1-other-93.18857142857145eur,PL00,2676.48876,0.0,0.35,PL,MW,
hydro-ror,hydro-ror-turbine,PL00,367.31,0.0,1.0,PL,MW,hydro-ror-turbine
hydro-pondage,hydro-pondage-reservoir,PL00,0.0,0,1.0,PL,GWh,hydro-pondage-reservoir
hydro-pondage,hydro-pondage-turbine,PL00,0,0.0,1.0,PL,MW,hydro-pondage-turbine
hydro-reservoir,hydro-reservoir-reservoir,PL00,0.0,0.75,1.0,PL,GWh,hydro-reservoir-reservoir
hydro-reservoir,hydro-reservoir-turbine,PL00,427.4799999999999,0.0,1.0,PL,MW,hydro-reservoir-turbine
hydro-phs,hydro-phs-reservoir,PL00,0.0,1.31,1.0,PL,GWh,hydro-phs-reservoir
hydro-phs,hydro-phs-turbine,PL00,216.26,0.0,1.0,PL,MW,hydro-phs-turbine
hydro-phs,hydro-phs-pump,PL00,-172,0.0,1.0,PL,MW,hydro-phs-pump
hydro-phs-pure,hydro-phs-pure-reservoir,PL00,0.0,6.350000000000001,1.0,PL,GWh,hydro-phs-pure-reservoir
hydro-phs-pure,hydro-phs-pure-turbine,PL00,1333.35,0.0,1.0,PL,MW,hydro-phs-pure-turbine
hydro-phs-pure,hydro-phs-pure-pump,PL00,-1486,0.0,1.0,PL,MW,hydro-phs-pure-pump
other-res,other-res,PL00,2155.053721848357,0.0,1.0,PL,MW,other-res
uranium,nuclear,PS00,,0.0,1.0,PS,MW,nuclear
coal,coal-old1,PS00,,0.0,1.0,PS,MW,coal
coal,coal-old2,PS00,,0.0,1.0,PS,MW,coal
coal,coal-new,PS00,,0.0,1.0,PS,MW,coal
coal,coal-ccs,PS00,,0.0,1.0,PS,MW,coal-ccs
lignite,lignite-old1,PS00,,0.0,1.0,PS,MW,lignite
lignite,lignite-old2,PS00,,0.0,1.0,PS,MW,lignite
lignite,lignite-new,PS00,,0.0,1.0,PS,MW,lignite
lignite,lignite-ccs,PS00,,0.0,1.0,PS,MW,lignite-ccs
gas,gas-conv-old1,PS00,,0.0,1.0,PS,MW,gas-conv
gas,gas-conv-old2,PS00,,0.0,1.0,PS,MW,gas-conv
gas,gas-ccgt-old1,PS00,,0.0,1.0,PS,MW,gas-ccgt
gas,gas-ccgt-old2,PS00,,0.0,1.0,PS,MW,gas-ccgt
gas,gas-ccgt-new,PS00,200.0,0.0,1.0,PS,MW,gas-ccgt
gas,gas-ccgt-ccs,PS00,,0.0,1.0,PS,MW,gas-ccgt-ccs
gas,gas-ocgt-old,PS00,,0.0,1.0,PS,MW,gas-ocgt
gas,gas-ocgt-new,PS00,,0.0,1.0,PS,MW,gas-ocgt
oil-light,oil-light,PS00,,0.0,1.0,PS,MW,oil-light
oil-heavy,oil-heavy-old1,PS00,140.0,0.0,1.0,PS,MW,oil-heavy
oil-heavy,oil-heavy-old2,PS00,,0.0,1.0,PS,MW,oil-heavy
oil-shale,oil-shale-old,PS00,,0.0,1.0,PS,MW,oil-shale
oil-shale,oil-shale-new,PS00,,0.0,1.0,PS,MW,oil-shale
gas,gas-ccgt-present1,PS00,,0.0,1.0,PS,MW,gas-ccgt
gas,gas-ccgt-present2,PS00,,0.0,1.0,PS,MW,gas-ccgt
hydro-ror,hydro-ror-turbine,PS00,0,0.0,1.0,PS,MW,hydro-ror-turbine
hydro-pondage,hydro-pondage-reservoir,PS00,0.0,0,1.0,PS,GWh,hydro-pondage-reservoir
hydro-pondage,hydro-pondage-turbine,PS00,0,0.0,1.0,PS,MW,hydro-pondage-turbine
hydro-reservoir,hydro-reservoir-reservoir,PS00,0.0,0,1.0,PS,GWh,hydro-reservoir-reservoir
hydro-reservoir,hydro-reservoir-turbine,PS00,0,0.0,1.0,PS,MW,hydro-reservoir-turbine
hydro-phs,hydro-phs-reservoir,PS00,0.0,0,1.0,PS,GWh,hydro-phs-reservoir
hydro-phs,hydro-phs-turbine,PS00,0,0.0,1.0,PS,MW,hydro-phs-turbine
hydro-phs,hydro-phs-pump,PS00,0,0.0,1.0,PS,MW,hydro-phs-pump
hydro-phs-pure,hydro-phs-pure-reservoir,PS00,0.0,0,1.0,PS,GWh,hydro-phs-pure-reservoir
hydro-phs-pure,hydro-phs-pure-turbine,PS00,0,0.0,1.0,PS,MW,hydro-phs-pure-turbine
hydro-phs-pure,hydro-phs-pure-pump,PS00,0,0.0,1.0,PS,MW,hydro-phs-pure-pump
other-res,other-res,PS00,0,0.0,1.0,PS,MW,other-res
uranium,nuclear,PT00,0.0,0.0,1.0,PT,MW,nuclear
coal,coal-old1,PT00,0.0,0.0,1.0,PT,MW,coal
coal,coal-old2,PT00,0.0,0.0,1.0,PT,MW,coal
coal,coal-new,PT00,0.0,0.0,1.0,PT,MW,coal
coal,coal-ccs,PT00,0.0,0.0,1.0,PT,MW,coal-ccs
lignite,lignite-old1,PT00,0.0,0.0,1.0,PT,MW,lignite
lignite,lignite-old2,PT00,0.0,0.0,1.0,PT,MW,lignite
lignite,lignite-new,PT00,0.0,0.0,1.0,PT,MW,lignite
lignite,lignite-ccs,PT00,0.0,0.0,1.0,PT,MW,lignite-ccs
gas,gas-conv-old1,PT00,0.0,0.0,1.0,PT,MW,gas-conv
gas,gas-conv-old2,PT00,0.0,0.0,1.0,PT,MW,gas-conv
gas,gas-ccgt-old1,PT00,0.0,0.0,1.0,PT,MW,gas-ccgt
gas,gas-ccgt-old2,PT00,0.0,0.0,1.0,PT,MW,gas-ccgt
gas,gas-ccgt-new,PT00,0.0,0.0,1.0,PT,MW,gas-ccgt
gas,gas-ccgt-ccs,PT00,0.0,0.0,1.0,PT,MW,gas-ccgt-ccs
gas,gas-ocgt-old,PT00,0.0,0.0,1.0,PT,MW,gas-ocgt
gas,gas-ocgt-new,PT00,0.0,0.0,1.0,PT,MW,gas-ocgt
oil-light,oil-light,PT00,0.0,0.0,1.0,PT,MW,oil-light
oil-heavy,oil-heavy-old1,PT00,0.0,0.0,1.0,PT,MW,oil-heavy
oil-heavy,oil-heavy-old2,PT00,0.0,0.0,1.0,PT,MW,oil-heavy
oil-shale,oil-shale-old,PT00,0.0,0.0,1.0,PT,MW,oil-shale
oil-shale,oil-shale-new,PT00,0.0,0.0,1.0,PT,MW,oil-shale
gas,gas-ccgt-present1,PT00,0.0,0.0,1.0,PT,MW,gas-ccgt
gas,gas-ccgt-present2,PT00,2839.0,0.0,1.0,PT,MW,gas-ccgt
h2-fuel-cell,h2-fuel-cell,PT00,0.0,0.0,1.0,PT,MW,h2-fuel-cell
h2-ccgt,h2-ccgt,PT00,0.0,0.0,1.0,PT,MW,h2-ccgt
battery,battery-charge,PT00,0,0.0,0.0,PT,MW,battery-charge
battery,battery-discharge,PT00,0,0.0,0.0,PT,MW,battery-discharge
battery,battery-store,PT00,0.0,0,0.0,PT,MWh,battery-store
chp,chp-gas-ocgt-old-other-0eur,PT00,465.0,0.0,0.35,PT,MW,
hydro-ror,hydro-ror-turbine,PT00,505,0.0,1.0,PT,MW,hydro-ror-turbine
hydro-pondage,hydro-pondage-reservoir,PT00,0.0,3.7,1.0,PT,GWh,hydro-pondage-reservoir
hydro-pondage,hydro-pondage-turbine,PT00,266,0.0,1.0,PT,MW,hydro-pondage-turbine
hydro-reservoir,hydro-reservoir-reservoir,PT00,0.0,1289.6,1.0,PT,GWh,hydro-reservoir-reservoir
hydro-reservoir,hydro-reservoir-turbine,PT00,3765.5,0.0,1.0,PT,MW,hydro-reservoir-turbine
hydro-phs,hydro-phs-reservoir,PT00,0.0,2017.9,1.0,PT,GWh,hydro-phs-reservoir
hydro-phs,hydro-phs-turbine,PT00,3839.4,0.0,1.0,PT,MW,hydro-phs-turbine
hydro-phs,hydro-phs-pump,PT00,-3586.4,0.0,1.0,PT,MW,hydro-phs-pump
hydro-phs-pure,hydro-phs-pure-reservoir,PT00,0.0,0,1.0,PT,GWh,hydro-phs-pure-reservoir
hydro-phs-pure,hydro-phs-pure-turbine,PT00,0,0.0,1.0,PT,MW,hydro-phs-pure-turbine
hydro-phs-pure,hydro-phs-pure-pump,PT00,0,0.0,1.0,PT,MW,hydro-phs-pure-pump
other-res,other-res,PT00,1617,0.0,1.0,PT,MW,other-res
uranium,nuclear,RO00,1739.0,0.0,1.0,RO,MW,nuclear
coal,coal-old1,RO00,130.0,0.0,1.0,RO,MW,coal
coal,coal-old2,RO00,0.0,0.0,1.0,RO,MW,coal
coal,coal-new,RO00,0.0,0.0,1.0,RO,MW,coal
coal,coal-ccs,RO00,0.0,0.0,1.0,RO,MW,coal-ccs
lignite,lignite-old1,RO00,0.0,0.0,1.0,RO,MW,lignite
lignite,lignite-old2,RO00,0.0,0.0,1.0,RO,MW,lignite
lignite,lignite-new,RO00,0.0,0.0,1.0,RO,MW,lignite
lignite,lignite-ccs,RO00,0.0,0.0,1.0,RO,MW,lignite-ccs
gas,gas-conv-old1,RO00,636.912,0.0,1.0,RO,MW,gas-conv
gas,gas-conv-old2,RO00,0.0,0.0,1.0,RO,MW,gas-conv
gas,gas-ccgt-old1,RO00,0.0,0.0,1.0,RO,MW,gas-ccgt
gas,gas-ccgt-old2,RO00,0.0,0.0,1.0,RO,MW,gas-ccgt
gas,gas-ccgt-new,RO00,4711.1,0.0,1.0,RO,MW,gas-ccgt
gas,gas-ccgt-ccs,RO00,0.0,0.0,1.0,RO,MW,gas-ccgt-ccs
gas,gas-ocgt-old,RO00,0.0,0.0,1.0,RO,MW,gas-ocgt
gas,gas-ocgt-new,RO00,126.8,0.0,1.0,RO,MW,gas-ocgt
oil-light,oil-light,RO00,0.0,0.0,1.0,RO,MW,oil-light
oil-heavy,oil-heavy-old1,RO00,0.0,0.0,1.0,RO,MW,oil-heavy
oil-heavy,oil-heavy-old2,RO00,0.0,0.0,1.0,RO,MW,oil-heavy
oil-shale,oil-shale-old,RO00,0.0,0.0,1.0,RO,MW,oil-shale
oil-shale,oil-shale-new,RO00,0.0,0.0,1.0,RO,MW,oil-shale
gas,gas-ccgt-present1,RO00,0.0,0.0,1.0,RO,MW,gas-ccgt
gas,gas-ccgt-present2,RO00,0.0,0.0,1.0,RO,MW,gas-ccgt
h2-fuel-cell,h2-fuel-cell,RO00,0.0,0.0,1.0,RO,MW,h2-fuel-cell
h2-ccgt,h2-ccgt,RO00,0.0,0.0,1.0,RO,MW,h2-ccgt
battery,battery-charge,RO00,400,0.0,0.92,RO,MW,battery-charge
battery,battery-discharge,RO00,400,0.0,0.92,RO,MW,battery-discharge
battery,battery-store,RO00,0.0,800,0.92,RO,MWh,battery-store
hydro-ror,hydro-ror-turbine,RO00,3366.474,0.0,1.0,RO,MW,hydro-ror-turbine
hydro-pondage,hydro-pondage-reservoir,RO00,0.0,0,1.0,RO,GWh,hydro-pondage-reservoir
hydro-pondage,hydro-pondage-turbine,RO00,0,0.0,1.0,RO,MW,hydro-pondage-turbine
hydro-reservoir,hydro-reservoir-reservoir,RO00,0.0,2339.965000000001,1.0,RO,GWh,hydro-reservoir-reservoir
hydro-reservoir,hydro-reservoir-turbine,RO00,2561.854,0.0,1.0,RO,MW,hydro-reservoir-turbine
hydro-phs,hydro-phs-reservoir,RO00,0.0,1032.8,1.0,RO,GWh,hydro-phs-reservoir
hydro-phs,hydro-phs-turbine,RO00,809.944,0.0,1.0,RO,MW,hydro-phs-turbine
hydro-phs,hydro-phs-pump,RO00,-91.5,0.0,1.0,RO,MW,hydro-phs-pump
hydro-phs-pure,hydro-phs-pure-reservoir,RO00,0.0,0,1.0,RO,GWh,hydro-phs-pure-reservoir
hydro-phs-pure,hydro-phs-pure-turbine,RO00,0,0.0,1.0,RO,MW,hydro-phs-pure-turbine
hydro-phs-pure,hydro-phs-pure-pump,RO00,0,0.0,1.0,RO,MW,hydro-phs-pure-pump
other-res,other-res,RO00,137,0.0,1.0,RO,MW,other-res
uranium,nuclear,RS00,0.0,0.0,1.0,RS,MW,nuclear
coal,coal-old1,RS00,0.0,0.0,1.0,RS,MW,coal
coal,coal-old2,RS00,0.0,0.0,1.0,RS,MW,coal
coal,coal-new,RS00,0.0,0.0,1.0,RS,MW,coal
coal,coal-ccs,RS00,0.0,0.0,1.0,RS,MW,coal-ccs
lignite,lignite-old1,RS00,3771.748000000001,0.0,1.0,RS,MW,lignite
lignite,lignite-old2,RS00,610.0,0.0,1.0,RS,MW,lignite
lignite,lignite-new,RS00,308.0,0.0,1.0,RS,MW,lignite
lignite,lignite-ccs,RS00,0.0,0.0,1.0,RS,MW,lignite-ccs
gas,gas-conv-old1,RS00,218.0,0.0,1.0,RS,MW,gas-conv
gas,gas-conv-old2,RS00,0.0,0.0,1.0,RS,MW,gas-conv
gas,gas-ccgt-old1,RS00,0.0,0.0,1.0,RS,MW,gas-ccgt
gas,gas-ccgt-old2,RS00,0.0,0.0,1.0,RS,MW,gas-ccgt
gas,gas-ccgt-new,RS00,182.9,0.0,1.0,RS,MW,gas-ccgt
gas,gas-ccgt-ccs,RS00,0.0,0.0,1.0,RS,MW,gas-ccgt-ccs
gas,gas-ocgt-old,RS00,0.0,0.0,1.0,RS,MW,gas-ocgt
gas,gas-ocgt-new,RS00,0.0,0.0,1.0,RS,MW,gas-ocgt
oil-light,oil-light,RS00,0.0,0.0,1.0,RS,MW,oil-light
oil-heavy,oil-heavy-old1,RS00,0.0,0.0,1.0,RS,MW,oil-heavy
oil-heavy,oil-heavy-old2,RS00,0.0,0.0,1.0,RS,MW,oil-heavy
oil-shale,oil-shale-old,RS00,0.0,0.0,1.0,RS,MW,oil-shale
oil-shale,oil-shale-new,RS00,0.0,0.0,1.0,RS,MW,oil-shale
gas,gas-ccgt-present1,RS00,0.0,0.0,1.0,RS,MW,gas-ccgt
gas,gas-ccgt-present2,RS00,0.0,0.0,1.0,RS,MW,gas-ccgt
h2-fuel-cell,h2-fuel-cell,RS00,0.0,0.0,1.0,RS,MW,h2-fuel-cell
h2-ccgt,h2-ccgt,RS00,0.0,0.0,1.0,RS,MW,h2-ccgt
battery,battery-charge,RS00,0,0.0,0.0,RS,MW,battery-charge
battery,battery-discharge,RS00,0,0.0,0.0,RS,MW,battery-discharge
battery,battery-store,RS00,0.0,0,0.0,RS,MWh,battery-store
hydro-ror,hydro-ror-turbine,RS00,2131.82,0.0,1.0,RS,MW,hydro-ror-turbine
hydro-pondage,hydro-pondage-reservoir,RS00,0.0,0,1.0,RS,GWh,hydro-pondage-reservoir
hydro-pondage,hydro-pondage-turbine,RS00,0,0.0,1.0,RS,MW,hydro-pondage-turbine
hydro-reservoir,hydro-reservoir-reservoir,RS00,0.0,646,1.0,RS,GWh,hydro-reservoir-reservoir
hydro-reservoir,hydro-reservoir-turbine,RS00,434.27,0.0,1.0,RS,MW,hydro-reservoir-turbine
hydro-phs,hydro-phs-reservoir,RS00,0.0,0,1.0,RS,GWh,hydro-phs-reservoir
hydro-phs,hydro-phs-turbine,RS00,0,0.0,1.0,RS,MW,hydro-phs-turbine
hydro-phs,hydro-phs-pump,RS00,0,0.0,1.0,RS,MW,hydro-phs-pump
hydro-phs-pure,hydro-phs-pure-reservoir,RS00,0.0,498,1.0,RS,GWh,hydro-phs-pure-reservoir
hydro-phs-pure,hydro-phs-pure-turbine,RS00,1314,0.0,1.0,RS,MW,hydro-phs-pure-turbine
hydro-phs-pure,hydro-phs-pure-pump,RS00,-1231.6,0.0,1.0,RS,MW,hydro-phs-pure-pump
other-res,other-res,RS00,130.99,0.0,1.0,RS,MW,other-res
uranium,nuclear,SE01,0.0,0.0,1.0,SE,MW,nuclear
coal,coal-old1,SE01,0.0,0.0,1.0,SE,MW,coal
coal,coal-old2,SE01,0.0,0.0,1.0,SE,MW,coal
coal,coal-new,SE01,0.0,0.0,1.0,SE,MW,coal
coal,coal-ccs,SE01,0.0,0.0,1.0,SE,MW,coal-ccs
lignite,lignite-old1,SE01,0.0,0.0,1.0,SE,MW,lignite
lignite,lignite-old2,SE01,0.0,0.0,1.0,SE,MW,lignite
lignite,lignite-new,SE01,0.0,0.0,1.0,SE,MW,lignite
lignite,lignite-ccs,SE01,0.0,0.0,1.0,SE,MW,lignite-ccs
gas,gas-conv-old1,SE01,0.0,0.0,1.0,SE,MW,gas-conv
gas,gas-conv-old2,SE01,0.0,0.0,1.0,SE,MW,gas-conv
